locus_tag	ftype	length_bp	gene	EC_number	COG	product
H37Rv_00847	gene	900	sthA_1			
H37Rv_00847	CDS	900	sthA_1	1.6.1.1		Soluble pyridine nucleotide transhydrogenase
H37Rv_00848	gene	1095				
H37Rv_00848	CDS	1095				IS110 family transposase IS1547
H37Rv_00849	gene	798	lin			
H37Rv_00849	CDS	798	lin	3.4.-.-		Linocin-M18
H37Rv_00850	gene	1008	yfeX			
H37Rv_00850	CDS	1008	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
H37Rv_00851	gene	1302	apeB			
H37Rv_00851	CDS	1302	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
H37Rv_00852	gene	348				
H37Rv_00852	CDS	348				hypothetical protein
H37Rv_00853	gene	657				
H37Rv_00853	CDS	657		2.8.3.-	COG1670	Putative succinyl-CoA transferase
H37Rv_00854	gene	2301	purL			
H37Rv_00854	CDS	2301	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
H37Rv_00855	gene	630				
H37Rv_00855	CDS	630				hypothetical protein
H37Rv_00856	gene	957	cpdA			
H37Rv_00856	CDS	957	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
H37Rv_00857	gene	1599	cpsY			
H37Rv_00857	CDS	1599	cpsY	2.7.-.-		Exopolysaccharide phosphotransferase CpsY
H37Rv_00858	gene	390				
H37Rv_00858	CDS	390				hypothetical protein
H37Rv_00859	gene	1584	purF			
H37Rv_00859	CDS	1584	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
H37Rv_00860	gene	1095	purM			
H37Rv_00860	CDS	1095	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
H37Rv_00861	gene	183				
H37Rv_00861	CDS	183				hypothetical protein
H37Rv_00862	gene	1107				
H37Rv_00862	CDS	1107				hypothetical protein
H37Rv_00863	gene	888				
H37Rv_00863	CDS	888				hypothetical protein
H37Rv_00864	gene	681				
H37Rv_00864	CDS	681				hypothetical protein
H37Rv_00865	gene	99				
H37Rv_00865	CDS	99				hypothetical protein
H37Rv_00866	gene	273	sseC2			
H37Rv_00866	CDS	273	sseC2			putative protein
H37Rv_00867	gene	834	cysA1_1			
H37Rv_00867	CDS	834	cysA1_1	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase
H37Rv_00868	gene	423				
H37Rv_00868	CDS	423				hypothetical protein
H37Rv_00869	gene	813				
H37Rv_00869	CDS	813				hypothetical protein
H37Rv_00870	gene	765				
H37Rv_00870	CDS	765				hypothetical protein
H37Rv_00871	gene	948	mshD			
H37Rv_00871	CDS	948	mshD	2.3.1.189	COG0456	Mycothiol acetyltransferase
H37Rv_00872	gene	777	pstB1			
H37Rv_00872	CDS	777	pstB1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 1
H37Rv_00873	gene	642	phoU2			
H37Rv_00873	CDS	642	phoU2		COG0704	Phosphate-specific transport system accessory protein PhoU 
H37Rv_00874	gene	2055	tagU			
H37Rv_00874	CDS	2055	tagU	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
H37Rv_00875	gene	1170	dus			
H37Rv_00875	CDS	1170	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
H37Rv_00876	gene	1017	desA1			
H37Rv_00876	CDS	1017	desA1	1.14.19.-		Putative acyl-[acyl-carrier-protein] desaturase DesA1
H37Rv_00877	gene	642				
H37Rv_00877	CDS	642				hypothetical protein
H37Rv_00878	gene	1083				
H37Rv_00878	CDS	1083				hypothetical protein
H37Rv_00879	gene	324	kmtR			
H37Rv_00879	CDS	324	kmtR		COG0640	HTH-type transcriptional regulator KmtR
H37Rv_00880	gene	411	tadA_1			
H37Rv_00880	CDS	411	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
H37Rv_00881	gene	906				
H37Rv_00881	CDS	906		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
H37Rv_00882	gene	816				
H37Rv_00882	CDS	816				hypothetical protein
H37Rv_00883	gene	74				
H37Rv_00883	tRNA	74				tRNA-Lys(ttt)
H37Rv_00884	gene	76				
H37Rv_00884	tRNA	76				tRNA-Glu(ttc)
H37Rv_00885	gene	77				
H37Rv_00885	tRNA	77				tRNA-Asp(gtc)
H37Rv_00886	gene	77				
H37Rv_00886	tRNA	77				tRNA-Phe(gaa)
H37Rv_00887	gene	414				
H37Rv_00887	CDS	414				PE-PGRS family protein PE_PGRS26
H37Rv_00888	gene	2322				
H37Rv_00888	CDS	2322				hypothetical protein
H37Rv_00889	gene	83				
H37Rv_00889	tRNA	83				tRNA-Ala(ggc)
H37Rv_00890	gene	645				
H37Rv_00890	CDS	645				hypothetical protein
H37Rv_00891	gene	414				
H37Rv_00891	CDS	414				hypothetical protein
H37Rv_00892	gene	816				
H37Rv_00892	CDS	816				hypothetical protein
H37Rv_00893	gene	1029				
H37Rv_00893	CDS	1029				hypothetical protein
H37Rv_00894	gene	618	ddpX			
H37Rv_00894	CDS	618	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
H37Rv_00895	gene	813	COQ3_2			
H37Rv_00895	CDS	813	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
H37Rv_00896	gene	861	pip			
H37Rv_00896	CDS	861	pip	3.4.11.5		Proline iminopeptidase
H37Rv_00897	gene	243				
H37Rv_00897	CDS	243				hypothetical protein
H37Rv_00898	gene	1329				
H37Rv_00898	CDS	1329				hypothetical protein
H37Rv_00899	gene	1005	acoA			
H37Rv_00899	CDS	1005	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
H37Rv_00900	gene	651	narL			
H37Rv_00900	CDS	651	narL		COG2197	putative transcriptional regulatory protein NarL
H37Rv_00901	gene	1278	narS			
H37Rv_00901	CDS	1278	narS	2.7.13.3	COG4585	putative sensor histidine kinase NarS
H37Rv_00902	gene	1515	mmcO			
H37Rv_00902	CDS	1515	mmcO	1.16.3.1	COG2132	Multicopper oxidase MmcO
H37Rv_00903	gene	417	lpqS			
H37Rv_00903	CDS	417	lpqS			Lipoprotein LpqS
H37Rv_00904	gene	1215	cysK2			
H37Rv_00904	CDS	1215	cysK2	2.5.1.-	COG0031	S-sulfocysteine synthase
H37Rv_00905	gene	1260	mdtH			
H37Rv_00905	CDS	1260	mdtH			Multidrug resistance protein MdtH
H37Rv_00906	gene	333				
H37Rv_00906	CDS	333				hypothetical protein
H37Rv_00907	gene	828	ptlF			
H37Rv_00907	CDS	828	ptlF	1.1.1.340		1-deoxy-11-beta-hydroxypentalenate dehydrogenase
H37Rv_00908	gene	735				
H37Rv_00908	CDS	735				hypothetical protein
H37Rv_00909	gene	1683	kdc			
H37Rv_00909	CDS	1683	kdc	4.1.1.-	COG3961	Alpha-keto-acid decarboxylase
H37Rv_00910	gene	444				
H37Rv_00910	CDS	444				hypothetical protein
H37Rv_00911	gene	1080	uctC_1			
H37Rv_00911	CDS	1080	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
H37Rv_00912	gene	405				
H37Rv_00912	CDS	405				hypothetical protein
H37Rv_00913	gene	474				
H37Rv_00913	CDS	474				hypothetical protein
H37Rv_00914	gene	1194	dapC			
H37Rv_00914	CDS	1194	dapC	2.6.1.17	COG0436	putative N-succinyldiaminopimelate aminotransferase DapC
H37Rv_00915	gene	1212	fadA_1			
H37Rv_00915	CDS	1212	fadA_1	2.3.1.-	COG0183	Putative acyltransferase
H37Rv_00916	gene	2163	fadJ			
H37Rv_00916	CDS	2163	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
H37Rv_00917	gene	1650				
H37Rv_00917	CDS	1650				hypothetical protein
H37Rv_00918	gene	2271				
H37Rv_00918	CDS	2271				hypothetical protein
H37Rv_00919	gene	234				
H37Rv_00919	CDS	234				hypothetical protein
H37Rv_00920	gene	429	moaC2			
H37Rv_00920	CDS	429	moaC2	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase 2
H37Rv_00921	gene	483	mog			
H37Rv_00921	CDS	483	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
H37Rv_00922	gene	426	moaE2_2			
H37Rv_00922	CDS	426	moaE2_2	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit 2
H37Rv_00923	gene	984				
H37Rv_00923	CDS	984				hypothetical protein
H37Rv_00924	gene	279				
H37Rv_00924	CDS	279				hypothetical protein
H37Rv_00925	gene	1083	moaA2			
H37Rv_00925	CDS	1083	moaA2	4.1.99.22	COG2896	GTP 3',8-cyclase 2
H37Rv_00926	gene	390	yccF			
H37Rv_00926	CDS	390	yccF		COG3304	Inner membrane protein YccF
H37Rv_00927	gene	408				
H37Rv_00927	CDS	408				hypothetical protein
H37Rv_00928	gene	1827				
H37Rv_00928	CDS	1827				hypothetical protein
H37Rv_00929	gene	1953				
H37Rv_00929	CDS	1953		1.3.-.-	COG1960	putative acyl-CoA dehydrogenase FadE10
H37Rv_00930	gene	1161				
H37Rv_00930	CDS	1161			COG4398	putative protein
H37Rv_00931	gene	489				
H37Rv_00931	CDS	489				putative protein
H37Rv_00932	gene	1533				
H37Rv_00932	CDS	1533			COG0477	putative protein
H37Rv_00933	gene	789				
H37Rv_00933	CDS	789				putative protein
H37Rv_00934	gene	1317				
H37Rv_00934	CDS	1317				putative PPE family protein PPE40
H37Rv_00935	gene	276				
H37Rv_00935	CDS	276				hypothetical protein
H37Rv_00936	gene	432				
H37Rv_00936	CDS	432			COG1846	putative HTH-type transcriptional regulator
H37Rv_00937	gene	867	rlmB			
H37Rv_00937	CDS	867	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
H37Rv_00938	gene	285				
H37Rv_00938	CDS	285				hypothetical protein
H37Rv_00939	gene	762				
H37Rv_00939	CDS	762				putative protein
H37Rv_00940	gene	1131	serC			
H37Rv_00940	CDS	1131	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
H37Rv_00941	gene	1023				
H37Rv_00941	CDS	1023				putative protein
H37Rv_00942	gene	1728	fprB			
H37Rv_00942	CDS	1728	fprB	1.18.1.2	COG0493	putative ferredoxin/ferredoxin--NADP reductase
H37Rv_00943	gene	459				
H37Rv_00943	CDS	459			COG2764	putative protein
H37Rv_00944	gene	150				
H37Rv_00944	CDS	150				hypothetical protein
H37Rv_00945	gene	1473	spmT			
H37Rv_00945	CDS	1473	spmT	3.1.4.12		Sphingomyelinase
H37Rv_00946	gene	1122	citA			
H37Rv_00946	CDS	1122	citA	2.3.3.16	COG0372	Putative citrate synthase 2
H37Rv_00947	gene	2649				
H37Rv_00947	CDS	2649			COG2771	Putative HTH-type transcriptional regulator
H37Rv_00948	gene	615				
H37Rv_00948	CDS	615				hypothetical protein
H37Rv_00949	gene	318				
H37Rv_00949	CDS	318				hypothetical protein
H37Rv_00950	gene	1530				
H37Rv_00950	CDS	1530		1.14.13.-	COG2072	putative monooxygenase
H37Rv_00951	gene	978				
H37Rv_00951	CDS	978		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
H37Rv_00952	gene	1110				
H37Rv_00952	CDS	1110			COG2771	Putative HTH-type transcriptional regulator
H37Rv_00953	gene	1425				
H37Rv_00953	CDS	1425		2.3.1.20		Putative diacyglycerol O-acyltransferase
H37Rv_00954	gene	1518	gltA2			
H37Rv_00954	CDS	1518	gltA2	2.3.3.16	COG0372	Citrate synthase 1
H37Rv_00955	gene	1608				
H37Rv_00955	CDS	1608			COG1233	putative protein
H37Rv_00956	gene	264				
H37Rv_00956	CDS	264				putative protein
H37Rv_00957	gene	981	arfA			
H37Rv_00957	CDS	981	arfA		COG2885	Peptidoglycan-binding protein ArfA
H37Rv_00958	gene	153	arfB			
H37Rv_00958	CDS	153	arfB			putative membrane protein ArfB
H37Rv_00959	gene	528	arfC			
H37Rv_00959	CDS	528	arfC			putative membrane protein ArfC
H37Rv_00960	gene	1410	prrB			
H37Rv_00960	CDS	1410	prrB	2.7.13.3	COG0642	Sensor-type histidine kinase PrrB
H37Rv_00961	gene	711	prrA			
H37Rv_00961	CDS	711	prrA			Transcriptional regulatory protein PrrA
H37Rv_00962	gene	1488	accD3			
H37Rv_00962	CDS	1488	accD3	6.4.1.2	COG0777	Putative acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
H37Rv_00963	gene	732	echA6			
H37Rv_00963	CDS	732	echA6	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA6
H37Rv_00964	gene	1119				
H37Rv_00964	CDS	1119			COG2220	putative protein
H37Rv_00965	gene	1689	dap_2			
H37Rv_00965	CDS	1689	dap_2	3.4.11.19		D-aminopeptidase
H37Rv_00966	gene	2394	ctpE			
H37Rv_00966	CDS	2394	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
H37Rv_00967	gene	159				
H37Rv_00967	CDS	159				hypothetical protein
H37Rv_00968	gene	180				
H37Rv_00968	CDS	180				Antitoxin
H37Rv_00969	gene	435				
H37Rv_00969	CDS	435				Toxin
H37Rv_00970	gene	774				
H37Rv_00970	CDS	774			COG3324	Putative glyoxylase CFP32
H37Rv_00971	gene	474				
H37Rv_00971	CDS	474				hypothetical protein
H37Rv_00972	gene	231				
H37Rv_00972	CDS	231				hypothetical protein
H37Rv_00973	gene	1509				
H37Rv_00973	CDS	1509		1.13.11.-	COG3670	Carotenoid cleavage oxygenase
H37Rv_00974	gene	1239				
H37Rv_00974	CDS	1239				hypothetical protein
H37Rv_00975	gene	1272				
H37Rv_00975	CDS	1272				putative PPE family protein PPE29
H37Rv_00976	gene	300				
H37Rv_00976	CDS	300				hypothetical protein
H37Rv_00977	gene	1782	betS			
H37Rv_00977	CDS	1782	betS			Glycine betaine/proline betaine transporter BetS
H37Rv_00978	gene	258				
H37Rv_00978	CDS	258				hypothetical protein
H37Rv_00979	gene	456				
H37Rv_00979	CDS	456				hypothetical protein
H37Rv_00980	gene	501				
H37Rv_00980	CDS	501				hypothetical protein
H37Rv_00981	gene	74				
H37Rv_00981	tRNA	74				tRNA-Arg(cct)
H37Rv_00982	gene	1320				
H37Rv_00982	CDS	1320				IS256 family transposase IS1554
H37Rv_00983	gene	582				
H37Rv_00983	CDS	582			COG2452	putative protein
H37Rv_00984	gene	1653				
H37Rv_00984	CDS	1653				IS607 family transposase IS1535
H37Rv_00985	gene	1065				
H37Rv_00985	CDS	1065				hypothetical protein
H37Rv_00986	gene	2055	mntH			
H37Rv_00986	CDS	2055	mntH			Divalent metal cation transporter MntH
H37Rv_00987	gene	1077	ord_1			
H37Rv_00987	CDS	1077	ord_1	1.4.1.26		2,4-diaminopentanoate dehydrogenase
H37Rv_00988	gene	792				
H37Rv_00988	CDS	792		1.-.-.-		putative oxidoreductase
H37Rv_00989	gene	1113	pstS3			
H37Rv_00989	CDS	1113	pstS3		COG0226	Phosphate-binding protein PstS 3
H37Rv_00990	gene	975	pstC2			
H37Rv_00990	CDS	975	pstC2		COG0573	Phosphate transport system permease protein PstC 2
H37Rv_00991	gene	915	pstA1			
H37Rv_00991	CDS	915	pstA1		COG0581	Phosphate transport system permease protein PstA 1
H37Rv_00992	gene	1179	pknD_1			
H37Rv_00992	CDS	1179	pknD_1	2.7.11.1	COG0515	Serine/threonine-protein kinase PknD
H37Rv_00993	gene	876	pknD_2			
H37Rv_00993	CDS	876	pknD_2	2.7.11.1	COG0515	Serine/threonine-protein kinase PknD
H37Rv_00994	gene	1113	pstS2			
H37Rv_00994	CDS	1113	pstS2			Phosphate-binding protein PstS2
H37Rv_00995	gene	216	pstB2_1			
H37Rv_00995	CDS	216	pstB2_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 2
H37Rv_00996	gene	642	pstB2_2			
H37Rv_00996	CDS	642	pstB2_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 2
H37Rv_00997	gene	1125	pstS1			
H37Rv_00997	CDS	1125	pstS1			Phosphate-binding protein PstS1
H37Rv_00998	gene	1017	pstC1			
H37Rv_00998	CDS	1017	pstC1		COG0573	Phosphate transport system permease protein PstC 1
H37Rv_00999	gene	906	pstA2			
H37Rv_00999	CDS	906	pstA2		COG0581	Phosphate transport system permease protein PstA 2
H37Rv_01000	gene	822	mku			
H37Rv_01000	CDS	822	mku		COG1273	Non-homologous end joining protein Ku
H37Rv_01001	gene	2280	ligD_1			
H37Rv_01001	CDS	2280	ligD_1		COG1793	Multifunctional non-homologous end joining DNA repair protein LigD
H37Rv_01002	gene	1935				
H37Rv_01002	CDS	1935				hypothetical protein
H37Rv_01003	gene	867				
H37Rv_01003	CDS	867			COG2141	putative protein
H37Rv_01004	gene	765				
H37Rv_01004	CDS	765				hypothetical protein
H37Rv_01005	gene	1041				
H37Rv_01005	CDS	1041				hypothetical protein
H37Rv_01006	gene	477	fpg2			
H37Rv_01006	CDS	477	fpg2		COG0266	putative formamidopyrimidine-DNA glycosylase-like protein
H37Rv_01007	gene	762				
H37Rv_01007	CDS	762		1.-.-.-	COG1028	putative oxidoreductase
H37Rv_01008	gene	1662	pgi			
H37Rv_01008	CDS	1662	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
H37Rv_01009	gene	273				
H37Rv_01009	CDS	273		5.4.99.5	COG1605	Intracellular chorismate mutase
H37Rv_01010	gene	2316	uvrD1			
H37Rv_01010	CDS	2316	uvrD1	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD1
H37Rv_01011	gene	999				
H37Rv_01011	CDS	999				hypothetical protein
H37Rv_01012	gene	1164	sucC			
H37Rv_01012	CDS	1164	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
H37Rv_01013	gene	903	sucD			
H37Rv_01013	CDS	903	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
H37Rv_01014	gene	849				
H37Rv_01014	CDS	849			COG2141	putative protein
H37Rv_01015	gene	912				
H37Rv_01015	CDS	912				34 kDa antigenic protein 
H37Rv_01016	gene	1359				
H37Rv_01016	CDS	1359				putative protein
H37Rv_01017	gene	648	purN			
H37Rv_01017	CDS	648	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
H37Rv_01018	gene	1572	purH			
H37Rv_01018	CDS	1572	purH		COG0138	Bifunctional purine biosynthesis protein PurH
H37Rv_01019	gene	1380				
H37Rv_01019	CDS	1380				hypothetical protein
H37Rv_01020	gene	2019				
H37Rv_01020	CDS	2019			COG4867	putative protein
H37Rv_01021	gene	222				
H37Rv_01021	CDS	222				hypothetical protein
H37Rv_01022	gene	384	vapC9_2			
H37Rv_01022	CDS	384	vapC9_2	3.1.-.-	COG4113	Ribonuclease VapC9
H37Rv_01023	gene	348				
H37Rv_01023	CDS	348				hypothetical protein
H37Rv_01024	gene	675				
H37Rv_01024	CDS	675				hypothetical protein
H37Rv_01025	gene	141				
H37Rv_01025	CDS	141				hypothetical protein
H37Rv_01026	gene	963				
H37Rv_01026	CDS	963				hypothetical protein
H37Rv_01027	gene	420				
H37Rv_01027	CDS	420				hypothetical protein
H37Rv_01028	gene	603				
H37Rv_01028	CDS	603				putative protein
H37Rv_01029	gene	360	csoR_1			
H37Rv_01029	CDS	360	csoR_1		COG1937	Copper-sensing transcriptional repressor CsoR
H37Rv_01030	gene	297				
H37Rv_01030	CDS	297				putative protein
H37Rv_01031	gene	2379	ctpV			
H37Rv_01031	CDS	2379	ctpV	7.2.2.8	COG2217	putative copper-exporting P-type ATPase V
H37Rv_01032	gene	633				
H37Rv_01032	CDS	633				putative protein
H37Rv_01033	gene	810	fadB			
H37Rv_01033	CDS	810	fadB	4.2.1.17	COG1024	putative enoyl-CoA hydratase
H37Rv_01034	gene	1167				
H37Rv_01034	CDS	1167		1.3.99.-	COG1960	Acyl-CoA dehydrogenase fadE12
H37Rv_01035	gene	2004	accA1_1			
H37Rv_01035	CDS	2004	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
H37Rv_01036	gene	1596	accD5_1			
H37Rv_01036	CDS	1596	accD5_1	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
H37Rv_01037	gene	1110	mmgC_3			
H37Rv_01037	CDS	1110	mmgC_3	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
H37Rv_01038	gene	1704				
H37Rv_01038	CDS	1704				hypothetical protein
H37Rv_01039	gene	2772				
H37Rv_01039	CDS	2772				PE-PGRS family protein PE_PGRS16
H37Rv_01040	gene	1008				
H37Rv_01040	CDS	1008			COG3391	PE-PGRS family protein PE_PGRS17
H37Rv_01041	gene	174	rpmF			
H37Rv_01041	CDS	174	rpmF			50S ribosomal protein L32
H37Rv_01042	gene	1374				
H37Rv_01042	CDS	1374			COG3391	PE-PGRS family protein PE_PGRS18
H37Rv_01043	gene	693	mprA			
H37Rv_01043	CDS	693	mprA			Response regulator MprA
H37Rv_01044	gene	1515	mprB			
H37Rv_01044	CDS	1515	mprB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase MprB
H37Rv_01045	gene	1395				
H37Rv_01045	CDS	1395				hypothetical protein
H37Rv_01046	gene	546	moaB			
H37Rv_01046	CDS	546	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
H37Rv_01047	gene	456	mscL			
H37Rv_01047	CDS	456	mscL		COG1970	Large-conductance mechanosensitive channel
H37Rv_01048	gene	747				
H37Rv_01048	CDS	747			COG1136	putative ABC transporter ATP-binding protein
H37Rv_01049	gene	1155				
H37Rv_01049	CDS	1155				hypothetical protein
H37Rv_01050	gene	1296				
H37Rv_01050	CDS	1296				hypothetical protein
H37Rv_01051	gene	1161				
H37Rv_01051	CDS	1161				hypothetical protein
H37Rv_01052	gene	978	hepT_2			
H37Rv_01052	CDS	978	hepT_2	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
H37Rv_01053	gene	657				
H37Rv_01053	CDS	657				hypothetical protein
H37Rv_01054	gene	333				
H37Rv_01054	CDS	333				hypothetical protein
H37Rv_01055	gene	672				
H37Rv_01055	CDS	672		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
H37Rv_01056	gene	921	gtaB			
H37Rv_01056	CDS	921	gtaB	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
H37Rv_01057	gene	1281	moeA1			
H37Rv_01057	CDS	1281	moeA1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase 1
H37Rv_01058	gene	612	rimJ			
H37Rv_01058	CDS	612	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
H37Rv_01059	gene	1077				
H37Rv_01059	CDS	1077				hypothetical protein
H37Rv_01060	gene	76				
H37Rv_01060	tRNA	76				tRNA-Ala(cgc)
H37Rv_01061	gene	252				
H37Rv_01061	CDS	252				hypothetical protein
H37Rv_01062	gene	210				
H37Rv_01062	CDS	210				hypothetical protein
H37Rv_01063	gene	951				
H37Rv_01063	CDS	951		2.3.1.-	COG0454	Acetyltransferase Pat
H37Rv_01064	gene	759				
H37Rv_01064	CDS	759				hypothetical protein
H37Rv_01065	gene	618				
H37Rv_01065	CDS	618				hypothetical protein
H37Rv_01066	gene	1209	arcA			
H37Rv_01066	CDS	1209	arcA	3.5.3.6	COG2235	Arginine deiminase
H37Rv_01067	gene	1569	pmt			
H37Rv_01067	CDS	1569	pmt	2.4.1.109	COG1928	putative dolichyl-phosphate-mannose--protein mannosyltransferase
H37Rv_01068	gene	858	rsmI			
H37Rv_01068	CDS	858	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
H37Rv_01069	gene	1224				
H37Rv_01069	CDS	1224				hypothetical protein
H37Rv_01070	gene	1245	menF_1			
H37Rv_01070	CDS	1245	menF_1	5.4.4.2		Isochorismate synthase MenF
H37Rv_01071	gene	1587				
H37Rv_01071	CDS	1587				hypothetical protein
H37Rv_01072	gene	1560	metG			
H37Rv_01072	CDS	1560	metG	6.1.1.10	COG0143	Methionine--tRNA ligase
H37Rv_01073	gene	861	tatD			
H37Rv_01073	CDS	861	tatD	3.1.-.-	COG0084	putative metal-dependent hydrolase TatD
H37Rv_01074	gene	1089	rpfB			
H37Rv_01074	CDS	1089	rpfB	3.-.-.-	COG3583	Resuscitation-promoting factor RpfB
H37Rv_01075	gene	954	ksgA			
H37Rv_01075	CDS	954	ksgA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
H37Rv_01076	gene	957	ispE			
H37Rv_01076	CDS	957	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
H37Rv_01077	gene	1635				
H37Rv_01077	CDS	1635		6.2.1.-	COG0318	Putative ligase
H37Rv_01078	gene	576	pth			
H37Rv_01078	CDS	576	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
H37Rv_01079	gene	648	rplY			
H37Rv_01079	CDS	648	rplY		COG1825	50S ribosomal protein L25
H37Rv_01080	gene	729				
H37Rv_01080	CDS	729				hypothetical protein
H37Rv_01081	gene	981	prs			
H37Rv_01081	CDS	981	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
H37Rv_01082	gene	1488	glmU			
H37Rv_01082	CDS	1488	glmU		COG1207	Bifunctional protein GlmU
H37Rv_01083	gene	73				
H37Rv_01083	tRNA	73				tRNA-Gln(ttg)
H37Rv_01084	gene	594				
H37Rv_01084	CDS	594				hypothetical protein
H37Rv_01085	gene	3705	mfd			
H37Rv_01085	CDS	3705	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
H37Rv_01086	gene	981	mazG			
H37Rv_01086	CDS	981	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
H37Rv_01087	gene	732				
H37Rv_01087	CDS	732				hypothetical protein
H37Rv_01088	gene	1290	eno			
H37Rv_01088	CDS	1290	eno	4.2.1.11	COG0148	Enolase
H37Rv_01089	gene	687				
H37Rv_01089	CDS	687				hypothetical protein
H37Rv_01090	gene	492				
H37Rv_01090	CDS	492				hypothetical protein
H37Rv_01091	gene	960	ppx2			
H37Rv_01091	CDS	960	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
H37Rv_01092	gene	93				
H37Rv_01092	CDS	93				hypothetical protein
H37Rv_01093	gene	213				
H37Rv_01093	CDS	213				hypothetical protein
H37Rv_01094	gene	681	kdpE			
H37Rv_01094	CDS	681	kdpE		COG0745	Transcriptional regulatory protein KdpE
H37Rv_01095	gene	2583	kdpD			
H37Rv_01095	CDS	2583	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
H37Rv_01096	gene	147				
H37Rv_01096	CDS	147				hypothetical protein
H37Rv_01097	gene	99				
H37Rv_01097	CDS	99				hypothetical protein
H37Rv_01098	gene	1716	kdpA			
H37Rv_01098	CDS	1716	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
H37Rv_01099	gene	2127	kdpB			
H37Rv_01099	CDS	2127	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
H37Rv_01100	gene	570	kdpC			
H37Rv_01100	CDS	570	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
H37Rv_01101	gene	1530	tcrY_2			
H37Rv_01101	CDS	1530	tcrY_2	2.7.13.3		putative sensor histidine kinase TcrY
H37Rv_01102	gene	774	tcrX_2			
H37Rv_01102	CDS	774	tcrX_2		COG0745	putative transcriptional regulatory protein TcrX
H37Rv_01103	gene	492				
H37Rv_01103	CDS	492				ISNCY family transposase ISRjo3
H37Rv_01104	gene	687				
H37Rv_01104	CDS	687				ISNCY family transposase ISRjo3
H37Rv_01105	gene	324				
H37Rv_01105	CDS	324				hypothetical protein
