locus_tag	ftype	length_bp	gene	EC_number	COG	product
Liflandii_00835	gene	753				
Liflandii_00835	CDS	753		1.-.-.-	COG4221	putative oxidoreductase
Liflandii_00836	gene	1302				
Liflandii_00836	CDS	1302			COG1940	Transcriptional regulator
Liflandii_00837	gene	1401	mshA_1			
Liflandii_00837	CDS	1401	mshA_1	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
Liflandii_00838	gene	552				
Liflandii_00838	CDS	552				putative protein
Liflandii_00839	gene	756	gpmA_1			
Liflandii_00839	CDS	756	gpmA_1	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
Liflandii_00840	gene	1227	senX3			
Liflandii_00840	CDS	1227	senX3	2.7.13.3		Sensor-like histidine kinase senX3
Liflandii_00841	gene	684	regX3			
Liflandii_00841	CDS	684	regX3		COG0745	Sensory transduction protein regX3
Liflandii_00842	gene	1914				
Liflandii_00842	CDS	1914		1.1.-.-	COG2303	putative GMC-type oxidoreductase
Liflandii_00843	gene	342				
Liflandii_00843	CDS	342				hypothetical protein
Liflandii_00844	gene	972				
Liflandii_00844	CDS	972				putative protein
Liflandii_00845	gene	738				
Liflandii_00845	CDS	738			COG2186	putative HTH-type transcriptional regulator
Liflandii_00846	gene	795				
Liflandii_00846	CDS	795				putative protein
Liflandii_00847	gene	1035	ppx1			
Liflandii_00847	CDS	1035	ppx1	3.6.1.11	COG0248	Exopolyphosphatase 1
Liflandii_00848	gene	1065				
Liflandii_00848	CDS	1065				putative protein
Liflandii_00849	gene	843				
Liflandii_00849	CDS	843			COG1082	putative protein
Liflandii_00850	gene	846				
Liflandii_00850	CDS	846				putative protein
Liflandii_00851	gene	885	proC			
Liflandii_00851	CDS	885	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
Liflandii_00852	gene	327				
Liflandii_00852	CDS	327				hypothetical protein
Liflandii_00853	gene	1134				
Liflandii_00853	CDS	1134			COG0451	putative protein
Liflandii_00854	gene	1068				
Liflandii_00854	CDS	1068			COG0204	putative protein
Liflandii_00855	gene	912	cmaA2			
Liflandii_00855	CDS	912	cmaA2	2.1.1.79	COG2230	Cyclopropane mycolic acid synthase 2
Liflandii_00856	gene	501				
Liflandii_00856	CDS	501				hypothetical protein
Liflandii_00857	gene	912	serB1			
Liflandii_00857	CDS	912	serB1	3.1.3.3	COG0560	Phosphoserine phosphatase SerB1
Liflandii_00858	gene	603				
Liflandii_00858	CDS	603				hypothetical protein
Liflandii_00859	gene	978	paoB			
Liflandii_00859	CDS	978	paoB	1.2.99.6	COG1319	Aldehyde oxidoreductase FAD-binding subunit PaoB
Liflandii_00860	gene	2178	paoC			
Liflandii_00860	CDS	2178	paoC	1.2.99.6	COG1529	Aldehyde oxidoreductase molybdenum-binding subunit PaoC
Liflandii_00861	gene	1746				
Liflandii_00861	CDS	1746				hypothetical protein
Liflandii_00862	gene	795				
Liflandii_00862	CDS	795				hypothetical protein
Liflandii_00863	gene	438	mmpS2			
Liflandii_00863	CDS	438	mmpS2			putative transport accessory protein MmpS2
Liflandii_00864	gene	225				
Liflandii_00864	CDS	225				hypothetical protein
Liflandii_00865	gene	1302				
Liflandii_00865	CDS	1302				hypothetical protein
Liflandii_00866	gene	4791	dhbF_1			
Liflandii_00866	CDS	4791	dhbF_1		COG1020	Dimodular nonribosomal peptide synthase
Liflandii_00867	gene	3138	dhbF_2			
Liflandii_00867	CDS	3138	dhbF_2		COG1020	Dimodular nonribosomal peptide synthase
Liflandii_00868	gene	1131	dhbF_3			
Liflandii_00868	CDS	1131	dhbF_3		COG1020	Dimodular nonribosomal peptide synthase
Liflandii_00869	gene	747	dhbF_4			
Liflandii_00869	CDS	747	dhbF_4		COG1020	Dimodular nonribosomal peptide synthase
Liflandii_00870	gene	1203	dhbF_5			
Liflandii_00870	CDS	1203	dhbF_5		COG1020	Dimodular nonribosomal peptide synthase
Liflandii_00871	gene	111				
Liflandii_00871	CDS	111				hypothetical protein
Liflandii_00872	gene	114				
Liflandii_00872	CDS	114				hypothetical protein
Liflandii_00873	gene	285				
Liflandii_00873	CDS	285				hypothetical protein
Liflandii_00874	gene	537				
Liflandii_00874	CDS	537				hypothetical protein
Liflandii_00875	gene	984	hemB			
Liflandii_00875	CDS	984	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
Liflandii_00876	gene	1677	cysG_1			
Liflandii_00876	CDS	1677	cysG_1	4.99.1.4		Siroheme synthase
Liflandii_00877	gene	945	hemC			
Liflandii_00877	CDS	945	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
Liflandii_00878	gene	1422	hemA			
Liflandii_00878	CDS	1422	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
Liflandii_00879	gene	276				
Liflandii_00879	CDS	276			COG0526	putative protein
Liflandii_00880	gene	1881				
Liflandii_00880	CDS	1881				hypothetical protein
Liflandii_00881	gene	450				
Liflandii_00881	CDS	450				hypothetical protein
Liflandii_00882	gene	1233				
Liflandii_00882	CDS	1233				hypothetical protein
Liflandii_00883	gene	732				
Liflandii_00883	CDS	732		3.1.1.-		GDSL lipase
Liflandii_00884	gene	117				
Liflandii_00884	CDS	117				hypothetical protein
Liflandii_00885	gene	2163				
Liflandii_00885	CDS	2163				hypothetical protein
Liflandii_00886	gene	798				
Liflandii_00886	CDS	798				hypothetical protein
Liflandii_00887	gene	864				
Liflandii_00887	CDS	864				hypothetical protein
Liflandii_00888	gene	2718	ctpF			
Liflandii_00888	CDS	2718	ctpF	3.6.3.-	COG0474	putative cation-transporting ATPase F
Liflandii_00889	gene	162				
Liflandii_00889	CDS	162				hypothetical protein
Liflandii_00890	gene	1689				
Liflandii_00890	CDS	1689		2.1.1.156		Glycine/sarcosine/dimethylglycine N-methyltransferase
Liflandii_00891	gene	327				
Liflandii_00891	CDS	327				hypothetical protein
Liflandii_00892	gene	123				
Liflandii_00892	CDS	123				hypothetical protein
Liflandii_00893	gene	192				
Liflandii_00893	CDS	192				hypothetical protein
Liflandii_00894	gene	621	gabP_1			
Liflandii_00894	CDS	621	gabP_1		COG1113	GABA permease
Liflandii_00895	gene	882				
Liflandii_00895	CDS	882				hypothetical protein
Liflandii_00896	gene	1158	tarD			
Liflandii_00896	CDS	1158	tarD	4.2.1.81	COG4948	D(-)-tartrate dehydratase
Liflandii_00897	gene	348				
Liflandii_00897	CDS	348				hypothetical protein
Liflandii_00898	gene	300				
Liflandii_00898	CDS	300				hypothetical protein
Liflandii_00899	gene	1344				
Liflandii_00899	CDS	1344				putative protein
Liflandii_00900	gene	471	puuP_1			
Liflandii_00900	CDS	471	puuP_1		COG0531	Putrescine importer PuuP
Liflandii_00901	gene	870	puuP_2			
Liflandii_00901	CDS	870	puuP_2		COG0531	Putrescine importer PuuP
Liflandii_00902	gene	1332	hemL			
Liflandii_00902	CDS	1332	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
Liflandii_00903	gene	609				
Liflandii_00903	CDS	609			COG0406	putative protein
Liflandii_00904	gene	612	resA_1			
Liflandii_00904	CDS	612	resA_1			Thiol-disulfide oxidoreductase ResA
Liflandii_00905	gene	792				
Liflandii_00905	CDS	792				hypothetical protein
Liflandii_00906	gene	1680	ccs1			
Liflandii_00906	CDS	1680	ccs1			Cytochrome c biogenesis protein Ccs1
Liflandii_00907	gene	987	ccsA			
Liflandii_00907	CDS	987	ccsA			Cytochrome c biogenesis protein CcsA
Liflandii_00908	gene	1311				
Liflandii_00908	CDS	1311				hypothetical protein
Liflandii_00909	gene	153				
Liflandii_00909	CDS	153				hypothetical protein
Liflandii_00910	gene	321				
Liflandii_00910	CDS	321				hypothetical protein
Liflandii_00911	gene	1008	fabH_1			
Liflandii_00911	CDS	1008	fabH_1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
Liflandii_00912	gene	876	menA			
Liflandii_00912	CDS	876	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
Liflandii_00913	gene	795	mtnP			
Liflandii_00913	CDS	795	mtnP	2.4.2.28	COG0005	S-methyl-5'-thioadenosine phosphorylase
Liflandii_00914	gene	1041	wbiB			
Liflandii_00914	CDS	1041	wbiB	5.1.3.25		dTDP-L-rhamnose 4-epimerase
Liflandii_00915	gene	1668				
Liflandii_00915	CDS	1668				hypothetical protein
Liflandii_00916	gene	1878				
Liflandii_00916	CDS	1878				hypothetical protein
Liflandii_00917	gene	447				
Liflandii_00917	CDS	447		2.4.-.-	COG0463	putative glycosyltransferase
Liflandii_00918	gene	648				
Liflandii_00918	CDS	648				hypothetical protein
Liflandii_00919	gene	1353				
Liflandii_00919	CDS	1353				hypothetical protein
Liflandii_00920	gene	1110	menE_4			
Liflandii_00920	CDS	1110	menE_4	6.2.1.26	COG0318	putative 2-succinylbenzoate--CoA ligase
Liflandii_00921	gene	297				
Liflandii_00921	CDS	297				hypothetical protein
Liflandii_00922	gene	285				
Liflandii_00922	CDS	285				hypothetical protein
Liflandii_00923	gene	1278				
Liflandii_00923	CDS	1278				hypothetical protein
Liflandii_00924	gene	408				
Liflandii_00924	CDS	408				hypothetical protein
Liflandii_00925	gene	420				
Liflandii_00925	CDS	420				hypothetical protein
Liflandii_00926	gene	888	acr1_1			
Liflandii_00926	CDS	888	acr1_1	1.2.1.-	COG3320	Fatty acyl-CoA reductase
Liflandii_00927	gene	903	menB_2			
Liflandii_00927	CDS	903	menB_2	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
Liflandii_00928	gene	687				
Liflandii_00928	CDS	687				hypothetical protein
Liflandii_00929	gene	1602	lcfB_3			
Liflandii_00929	CDS	1602	lcfB_3	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
Liflandii_00930	gene	1605	nfdA_1			
Liflandii_00930	CDS	1605	nfdA_1	3.5.1.91		N-substituted formamide deformylase
Liflandii_00931	gene	1764	menC			
Liflandii_00931	CDS	1764	menC	4.2.1.113		o-succinylbenzoate synthase
Liflandii_00932	gene	1293	menD_1			
Liflandii_00932	CDS	1293	menD_1	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
Liflandii_00933	gene	345	menD_2			
Liflandii_00933	CDS	345	menD_2	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
Liflandii_00934	gene	525				
Liflandii_00934	CDS	525				hypothetical protein
Liflandii_00935	gene	1152	mgtA_1			
Liflandii_00935	CDS	1152	mgtA_1	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
Liflandii_00936	gene	507				
Liflandii_00936	CDS	507				hypothetical protein
Liflandii_00937	gene	1176				
Liflandii_00937	CDS	1176				hypothetical protein
Liflandii_00938	gene	1308				
Liflandii_00938	CDS	1308				hypothetical protein
Liflandii_00939	gene	651	menG			
Liflandii_00939	CDS	651	menG	2.1.1.163	COG2226	Demethylmenaquinone methyltransferase
Liflandii_00940	gene	369				
Liflandii_00940	CDS	369				putative protein
Liflandii_00941	gene	690				
Liflandii_00941	CDS	690				putative protein
Liflandii_00942	gene	1239	menJ			
Liflandii_00942	CDS	1239	menJ	1.3.99.38	COG0644	Menaquinone reductase
Liflandii_00943	gene	1008	hepT			
Liflandii_00943	CDS	1008	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
Liflandii_00944	gene	861	htpX_1			
Liflandii_00944	CDS	861	htpX_1	3.4.24.-	COG0501	Protease HtpX 
Liflandii_00945	gene	1602				
Liflandii_00945	CDS	1602				hypothetical protein
Liflandii_00946	gene	999				
Liflandii_00946	CDS	999				hypothetical protein
Liflandii_00947	gene	519				
Liflandii_00947	CDS	519				hypothetical protein
Liflandii_00948	gene	1056	gpsA2			
Liflandii_00948	CDS	1056	gpsA2	1.1.1.94	COG0240	putative glycerol-3-phosphate dehydrogenase 2 [NAD(P)+]
Liflandii_00949	gene	1497				
Liflandii_00949	CDS	1497				hypothetical protein
Liflandii_00950	gene	1662	ethA_1			
Liflandii_00950	CDS	1662	ethA_1	1.14.13.-	COG2072	FAD-containing monooxygenase EthA
Liflandii_00951	gene	162				
Liflandii_00951	CDS	162				hypothetical protein
Liflandii_00952	gene	3291				
Liflandii_00952	CDS	3291				hypothetical protein
Liflandii_00953	gene	537				
Liflandii_00953	CDS	537				hypothetical protein
Liflandii_00954	gene	492				
Liflandii_00954	CDS	492				hypothetical protein
Liflandii_00955	gene	86				
Liflandii_00955	tRNA	86				tRNA-Tyr(gta)
Liflandii_00956	gene	2388				
Liflandii_00956	CDS	2388				hypothetical protein
Liflandii_00957	gene	735				
Liflandii_00957	CDS	735			COG1136	putative ABC transporter ATP-binding protein
Liflandii_00958	gene	606	betI_5			
Liflandii_00958	CDS	606	betI_5			HTH-type transcriptional regulator BetI
Liflandii_00959	gene	813	limC			
Liflandii_00959	CDS	813	limC	1.1.1.-		(-)-trans-carveol dehydrogenase
Liflandii_00960	gene	1221	nhaP_1			
Liflandii_00960	CDS	1221	nhaP_1			K(+)/H(+) antiporter NhaP
Liflandii_00961	gene	2187				
Liflandii_00961	CDS	2187				putative PPE family protein PPE40
Liflandii_00962	gene	222				
Liflandii_00962	CDS	222				hypothetical protein
Liflandii_00963	gene	1302				
Liflandii_00963	CDS	1302				hypothetical protein
Liflandii_00964	gene	321	pikC			
Liflandii_00964	CDS	321	pikC	1.14.15.33		Cytochrome P450 monooxygenase PikC
Liflandii_00965	gene	954				
Liflandii_00965	CDS	954				hypothetical protein
Liflandii_00966	gene	624				
Liflandii_00966	CDS	624				hypothetical protein
Liflandii_00967	gene	831	embR_1			
Liflandii_00967	CDS	831	embR_1		COG1716	Transcriptional regulatory protein EmbR
Liflandii_00968	gene	432				
Liflandii_00968	CDS	432				hypothetical protein
Liflandii_00969	gene	1302				
Liflandii_00969	CDS	1302				hypothetical protein
Liflandii_00970	gene	519				
Liflandii_00970	CDS	519				hypothetical protein
Liflandii_00971	gene	123				
Liflandii_00971	CDS	123				hypothetical protein
Liflandii_00972	gene	204				
Liflandii_00972	CDS	204				hypothetical protein
Liflandii_00973	gene	375				
Liflandii_00973	CDS	375				hypothetical protein
Liflandii_00974	gene	189				
Liflandii_00974	CDS	189				hypothetical protein
Liflandii_00975	gene	249				
Liflandii_00975	CDS	249				hypothetical protein
Liflandii_00976	gene	2844				
Liflandii_00976	CDS	2844				hypothetical protein
Liflandii_00977	gene	522				
Liflandii_00977	CDS	522				hypothetical protein
Liflandii_00978	gene	123				
Liflandii_00978	CDS	123				hypothetical protein
Liflandii_00979	gene	201				
Liflandii_00979	CDS	201				hypothetical protein
Liflandii_00980	gene	414	fitB			
Liflandii_00980	CDS	414	fitB	3.1.-.-		Toxin FitB
Liflandii_00981	gene	231				
Liflandii_00981	CDS	231				hypothetical protein
Liflandii_00982	gene	1026				
Liflandii_00982	CDS	1026				hypothetical protein
Liflandii_00983	gene	183				
Liflandii_00983	CDS	183				hypothetical protein
Liflandii_00984	gene	333				
Liflandii_00984	CDS	333				hypothetical protein
Liflandii_00985	gene	612				
Liflandii_00985	CDS	612				hypothetical protein
Liflandii_00986	gene	1155				
Liflandii_00986	CDS	1155				hypothetical protein
Liflandii_00987	gene	1035	xerD_1			
Liflandii_00987	CDS	1035	xerD_1		COG4974	Tyrosine recombinase XerD
Liflandii_00988	gene	1518	lcfB_4			
Liflandii_00988	CDS	1518	lcfB_4	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
Liflandii_00989	gene	1356				
Liflandii_00989	CDS	1356				hypothetical protein
Liflandii_00990	gene	1371	proP			
Liflandii_00990	CDS	1371	proP			Proline/betaine transporter
Liflandii_00991	gene	1059	nitA			
Liflandii_00991	CDS	1059	nitA	3.5.5.7		Aliphatic nitrilase
Liflandii_00992	gene	891				
Liflandii_00992	CDS	891				hypothetical protein
Liflandii_00993	gene	432				
Liflandii_00993	CDS	432				hypothetical protein
Liflandii_00994	gene	1086				
Liflandii_00994	CDS	1086				hypothetical protein
Liflandii_00995	gene	543				
Liflandii_00995	CDS	543				hypothetical protein
Liflandii_00996	gene	219				
Liflandii_00996	CDS	219				hypothetical protein
Liflandii_00997	gene	1476	katA_1			
Liflandii_00997	CDS	1476	katA_1	1.11.1.6	COG0753	Catalase
Liflandii_00998	gene	660	COQ5_2			
Liflandii_00998	CDS	660	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
Liflandii_00999	gene	507				
Liflandii_00999	CDS	507				hypothetical protein
Liflandii_01000	gene	117				
Liflandii_01000	CDS	117				hypothetical protein
Liflandii_01001	gene	858				
Liflandii_01001	CDS	858				hypothetical protein
Liflandii_01002	gene	591	sutR			
Liflandii_01002	CDS	591	sutR		COG1396	HTH-type transcriptional regulator SutR
Liflandii_01003	gene	786	fucA_1			
Liflandii_01003	CDS	786	fucA_1	4.1.2.17		L-fuculose phosphate aldolase
Liflandii_01004	gene	879	dapA_1			
Liflandii_01004	CDS	879	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
Liflandii_01005	gene	1302				
Liflandii_01005	CDS	1302				hypothetical protein
Liflandii_01006	gene	438	sir_1			
Liflandii_01006	CDS	438	sir_1	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
Liflandii_01007	gene	1023	sir_2			
Liflandii_01007	CDS	1023	sir_2	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
Liflandii_01008	gene	288				
Liflandii_01008	CDS	288				hypothetical protein
Liflandii_01009	gene	138				
Liflandii_01009	CDS	138				hypothetical protein
Liflandii_01010	gene	222				
Liflandii_01010	CDS	222				hypothetical protein
Liflandii_01011	gene	258				
Liflandii_01011	CDS	258				hypothetical protein
Liflandii_01012	gene	366				
Liflandii_01012	CDS	366				hypothetical protein
Liflandii_01013	gene	588				
Liflandii_01013	CDS	588		1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
Liflandii_01014	gene	243				
Liflandii_01014	CDS	243				hypothetical protein
Liflandii_01015	gene	387				
Liflandii_01015	CDS	387				hypothetical protein
Liflandii_01016	gene	1254				
Liflandii_01016	CDS	1254				hypothetical protein
Liflandii_01017	gene	504				
Liflandii_01017	CDS	504				hypothetical protein
Liflandii_01018	gene	681				
Liflandii_01018	CDS	681				hypothetical protein
Liflandii_01019	gene	222				
Liflandii_01019	CDS	222				hypothetical protein
Liflandii_01020	gene	984	IMPDH			
Liflandii_01020	CDS	984	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
Liflandii_01021	gene	474	ctaD_1			
Liflandii_01021	CDS	474	ctaD_1	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
Liflandii_01022	gene	210	ctaD_2			
Liflandii_01022	CDS	210	ctaD_2	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
Liflandii_01023	gene	1077	ctaD_3			
Liflandii_01023	CDS	1077	ctaD_3	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
Liflandii_01024	gene	825				
Liflandii_01024	CDS	825				hypothetical protein
Liflandii_01025	gene	603				
Liflandii_01025	CDS	603				hypothetical protein
Liflandii_01026	gene	663				
Liflandii_01026	CDS	663				hypothetical protein
Liflandii_01027	gene	438				
Liflandii_01027	CDS	438				hypothetical protein
Liflandii_01028	gene	213				
Liflandii_01028	CDS	213				hypothetical protein
Liflandii_01029	gene	1215				
Liflandii_01029	CDS	1215				hypothetical protein
Liflandii_01030	gene	504				
Liflandii_01030	CDS	504				hypothetical protein
Liflandii_01031	gene	165				
Liflandii_01031	CDS	165				hypothetical protein
Liflandii_01032	gene	375				
Liflandii_01032	CDS	375				hypothetical protein
Liflandii_01033	gene	720				
Liflandii_01033	CDS	720				hypothetical protein
Liflandii_01034	gene	765				
Liflandii_01034	CDS	765				hypothetical protein
Liflandii_01035	gene	192				
Liflandii_01035	CDS	192				hypothetical protein
Liflandii_01036	gene	474				
Liflandii_01036	CDS	474				hypothetical protein
Liflandii_01037	gene	447	osmC			
Liflandii_01037	CDS	447	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
Liflandii_01038	gene	807				
Liflandii_01038	CDS	807				hypothetical protein
Liflandii_01039	gene	627				
Liflandii_01039	CDS	627				hypothetical protein
Liflandii_01040	gene	2325				
Liflandii_01040	CDS	2325				hypothetical protein
Liflandii_01041	gene	1293				
Liflandii_01041	CDS	1293				hypothetical protein
Liflandii_01042	gene	1575				
Liflandii_01042	CDS	1575				hypothetical protein
Liflandii_01043	gene	912	rdmC_1			
Liflandii_01043	CDS	912	rdmC_1	3.1.1.95		Aclacinomycin methylesterase RdmC
Liflandii_01044	gene	1041	acg_1			
Liflandii_01044	CDS	1041	acg_1	1.-.-.-		Putative NAD(P)H nitroreductase acg
Liflandii_01045	gene	747				
Liflandii_01045	CDS	747				hypothetical protein
Liflandii_01046	gene	438				
Liflandii_01046	CDS	438				hypothetical protein
Liflandii_01047	gene	201				
Liflandii_01047	CDS	201				hypothetical protein
Liflandii_01048	gene	1302				
Liflandii_01048	CDS	1302				hypothetical protein
Liflandii_01049	gene	585				
Liflandii_01049	CDS	585				hypothetical protein
Liflandii_01050	gene	858				
Liflandii_01050	CDS	858				hypothetical protein
Liflandii_01051	gene	360				
Liflandii_01051	CDS	360				hypothetical protein
Liflandii_01052	gene	528				
Liflandii_01052	CDS	528				PPE family protein PPE34
Liflandii_01053	gene	435				
Liflandii_01053	CDS	435				hypothetical protein
Liflandii_01054	gene	1023	oxyT			
Liflandii_01054	CDS	1023	oxyT	2.1.1.335		N,N-dimethyltransferase OxyT
Liflandii_01055	gene	825				
Liflandii_01055	CDS	825				hypothetical protein
Liflandii_01056	gene	2343				
Liflandii_01056	CDS	2343				hypothetical protein
Liflandii_01057	gene	1503	gatA_1			
Liflandii_01057	CDS	1503	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
Liflandii_01058	gene	372				
Liflandii_01058	CDS	372		1.14.-.-	COG2124	Putative cytochrome P450 135B1
Liflandii_01059	gene	969				
Liflandii_01059	CDS	969		1.14.-.-	COG2124	Putative cytochrome P450 135B1
Liflandii_01060	gene	1170				
Liflandii_01060	CDS	1170			COG0654	putative protein
Liflandii_01061	gene	1119	galT			
Liflandii_01061	CDS	1119	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
Liflandii_01062	gene	1101	galK_1			
Liflandii_01062	CDS	1101	galK_1	2.7.1.6	COG0153	Galactokinase
Liflandii_01063	gene	1023				
Liflandii_01063	CDS	1023				hypothetical protein
Liflandii_01064	gene	3915				
Liflandii_01064	CDS	3915				hypothetical protein
Liflandii_01065	gene	195				
Liflandii_01065	CDS	195				hypothetical protein
Liflandii_01066	gene	804				
Liflandii_01066	CDS	804				Dormancy associated translation inhibitor
Liflandii_01067	gene	525				
Liflandii_01067	CDS	525				hypothetical protein
Liflandii_01068	gene	609				
Liflandii_01068	CDS	609				hypothetical protein
Liflandii_01069	gene	699				
Liflandii_01069	CDS	699				hypothetical protein
Liflandii_01070	gene	771				
Liflandii_01070	CDS	771				hypothetical protein
Liflandii_01071	gene	1521	tap_1			
Liflandii_01071	CDS	1521	tap_1	3.4.14.-		Tripeptidyl aminopeptidase
Liflandii_01072	gene	486				
Liflandii_01072	CDS	486				hypothetical protein
Liflandii_01073	gene	1296				
Liflandii_01073	CDS	1296				hypothetical protein
Liflandii_01074	gene	693				
Liflandii_01074	CDS	693				hypothetical protein
Liflandii_01075	gene	111				
Liflandii_01075	CDS	111				hypothetical protein
Liflandii_01076	gene	2640				
Liflandii_01076	CDS	2640				hypothetical protein
Liflandii_01077	gene	2376				
Liflandii_01077	CDS	2376				hypothetical protein
Liflandii_01078	gene	1263	hutI_1			
Liflandii_01078	CDS	1263	hutI_1	3.5.2.7		Imidazolonepropionase
Liflandii_01079	gene	942				
Liflandii_01079	CDS	942		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
Liflandii_01080	gene	1764	recD			
Liflandii_01080	CDS	1764	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
Liflandii_01081	gene	1737	recB_1			
Liflandii_01081	CDS	1737	recB_1	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
Liflandii_01082	gene	1635	recB_2			
Liflandii_01082	CDS	1635	recB_2	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
Liflandii_01083	gene	3300	recC			
Liflandii_01083	CDS	3300	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
Liflandii_01084	gene	516	nox			
Liflandii_01084	CDS	516	nox	1.6.99.3	COG0778	NADH dehydrogenase
Liflandii_01085	gene	477	cynS			
Liflandii_01085	CDS	477	cynS	4.2.1.104	COG1513	Cyanate hydratase
Liflandii_01086	gene	1005				
Liflandii_01086	CDS	1005				hypothetical protein
Liflandii_01087	gene	696	caiD_2			
Liflandii_01087	CDS	696	caiD_2	4.2.1.149		Carnitinyl-CoA dehydratase
Liflandii_01088	gene	864				
Liflandii_01088	CDS	864				hypothetical protein
Liflandii_01089	gene	717	baeB			
Liflandii_01089	CDS	717	baeB	3.-.-.-	COG0491	putative polyketide biosynthesis zinc-dependent hydrolase BaeB
Liflandii_01090	gene	210				
Liflandii_01090	CDS	210			COG5450	putative proteinA
Liflandii_01091	gene	74				
Liflandii_01091	tRNA	74				tRNA-Thr(ggt)
Liflandii_01092	gene	75				
Liflandii_01092	tRNA	75				tRNA-Met(cat)
Liflandii_01093	gene	168	rpmG2_2			
Liflandii_01093	CDS	168	rpmG2_2		COG0267	50S ribosomal protein L33 2
Liflandii_01094	gene	480				
Liflandii_01094	CDS	480				hypothetical protein
Liflandii_01095	gene	429				
Liflandii_01095	CDS	429				hypothetical protein
Liflandii_01096	gene	501				
Liflandii_01096	CDS	501				hypothetical protein
Liflandii_01097	gene	74				
Liflandii_01097	tRNA	74				tRNA-Trp(cca)
Liflandii_01098	gene	489	secE			
Liflandii_01098	CDS	489	secE			Protein translocase subunit SecE
Liflandii_01099	gene	714	nusG			
Liflandii_01099	CDS	714	nusG		COG0250	Transcription termination/antitermination protein NusG
Liflandii_01100	gene	429	rplK			
Liflandii_01100	CDS	429	rplK		COG0080	50S ribosomal protein L11
Liflandii_01101	gene	708	rplA			
Liflandii_01101	CDS	708	rplA		COG0081	50S ribosomal protein L1
Liflandii_01102	gene	1119				
Liflandii_01102	CDS	1119				hypothetical protein
Liflandii_01103	gene	633				
Liflandii_01103	CDS	633				hypothetical protein
Liflandii_01104	gene	900	mmaA4			
Liflandii_01104	CDS	900	mmaA4	2.1.1.-	COG2230	Hydroxymycolate synthase MmaA4
Liflandii_01105	gene	882	mmaA3			
Liflandii_01105	CDS	882	mmaA3	2.1.1.-	COG2230	Methoxy mycolic acid synthase MmaA3
Liflandii_01106	gene	2271				
Liflandii_01106	CDS	2271				hypothetical protein
Liflandii_01107	gene	861	mmaA1			
Liflandii_01107	CDS	861	mmaA1	2.1.1.-	COG2230	Mycolic acid methyltransferase MmaA1
Liflandii_01108	gene	945	rdmC_2			
Liflandii_01108	CDS	945	rdmC_2	3.1.1.95		Aclacinomycin methylesterase RdmC
Liflandii_01109	gene	1386				
Liflandii_01109	CDS	1386			COG0661	putative protein
Liflandii_01110	gene	930	rdmC_3			
Liflandii_01110	CDS	930	rdmC_3	3.1.1.95		Aclacinomycin methylesterase RdmC
Liflandii_01111	gene	1410	amiD			
Liflandii_01111	CDS	1410	amiD	3.5.1.4	COG0154	Putative amidase AmiD
Liflandii_01112	gene	4200				
Liflandii_01112	CDS	4200				hypothetical protein
Liflandii_01113	gene	618				
Liflandii_01113	CDS	618				hypothetical protein
Liflandii_01114	gene	909	glkA			
