locus_tag	ftype	length_bp	gene	EC_number	COG	product
Agy99_00827	gene	96				
Agy99_00827	CDS	96				hypothetical protein
Agy99_00828	gene	531				
Agy99_00828	CDS	531				hypothetical protein
Agy99_00829	gene	315				
Agy99_00829	CDS	315				hypothetical protein
Agy99_00830	gene	723	end			
Agy99_00830	CDS	723	end	3.1.21.2	COG0648	putative endonuclease 4
Agy99_00831	gene	657				
Agy99_00831	CDS	657				hypothetical protein
Agy99_00832	gene	180				
Agy99_00832	CDS	180				hypothetical protein
Agy99_00833	gene	1629	aidB			
Agy99_00833	CDS	1629	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
Agy99_00834	gene	939				
Agy99_00834	CDS	939				Putative enoyl-CoA hydratase EchA13
Agy99_00835	gene	732				
Agy99_00835	CDS	732				hypothetical protein
Agy99_00836	gene	774	caiD_2			
Agy99_00836	CDS	774	caiD_2	4.2.1.149		Carnitinyl-CoA dehydratase
Agy99_00837	gene	2901	mmpL5_1			
Agy99_00837	CDS	2901	mmpL5_1		COG2409	Siderophore exporter MmpL5
Agy99_00838	gene	429	mmpS5_1			
Agy99_00838	CDS	429	mmpS5_1			Siderophore export accessory protein MmpS5
Agy99_00839	gene	510	mmpR5			
Agy99_00839	CDS	510	mmpR5			HTH-type transcriptional regulator MmpR5
Agy99_00840	gene	264				
Agy99_00840	CDS	264				hypothetical protein
Agy99_00841	gene	378				
Agy99_00841	CDS	378				hypothetical protein
Agy99_00842	gene	648				
Agy99_00842	CDS	648				hypothetical protein
Agy99_00843	gene	375	rpsL			
Agy99_00843	CDS	375	rpsL		COG0048	30S ribosomal protein S12
Agy99_00844	gene	471	rpsG			
Agy99_00844	CDS	471	rpsG		COG0049	30S ribosomal protein S7
Agy99_00845	gene	2106	fusA			
Agy99_00845	CDS	2106	fusA		COG0480	Elongation factor G
Agy99_00846	gene	219				
Agy99_00846	CDS	219				hypothetical protein
Agy99_00847	gene	1191	tuf_1			
Agy99_00847	CDS	1191	tuf_1		COG0050	Elongation factor Tu
Agy99_00848	gene	810				
Agy99_00848	CDS	810				hypothetical protein
Agy99_00849	gene	747				
Agy99_00849	CDS	747		1.-.-.-	COG1028	putative NAD-dependent oxidoreductase
Agy99_00850	gene	1431	hcaD_1			
Agy99_00850	CDS	1431	hcaD_1	1.18.1.3		3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component
Agy99_00851	gene	1062				
Agy99_00851	CDS	1062				hypothetical protein
Agy99_00852	gene	594	mftR_1			
Agy99_00852	CDS	594	mftR_1			Putative mycofactocin biosynthesis transcriptional regulator MftR
Agy99_00853	gene	93				
Agy99_00853	CDS	93				hypothetical protein
Agy99_00854	gene	330				
Agy99_00854	CDS	330				hypothetical protein
Agy99_00855	gene	1110	mftC			
Agy99_00855	CDS	1110	mftC	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
Agy99_00856	gene	1290	mftD			
Agy99_00856	CDS	1290	mftD	1.-.-.-	COG1304	Putative mycofactocin system heme/flavin oxidoreductase MftD
Agy99_00857	gene	753	mftE			
Agy99_00857	CDS	753	mftE	3.5.-.-	COG1402	Putative mycofactocin system creatinine amidohydrolase family protein MftE
Agy99_00858	gene	1413	mftF			
Agy99_00858	CDS	1413	mftF	2.-.-.-	COG0463	Putative mycofactocin biosynthesis glycosyltransferase MftF
Agy99_00859	gene	1437	alkJ			
Agy99_00859	CDS	1437	alkJ	1.1.99.-		Alcohol dehydrogenase [acceptor]
Agy99_00860	gene	654				
Agy99_00860	CDS	654				hypothetical protein
Agy99_00861	gene	1809				
Agy99_00861	CDS	1809				hypothetical protein
Agy99_00862	gene	1344				
Agy99_00862	CDS	1344				IS256 family transposase IS2606
Agy99_00863	gene	1260				
Agy99_00863	CDS	1260				hypothetical protein
Agy99_00864	gene	102				
Agy99_00864	CDS	102				hypothetical protein
Agy99_00865	gene	1473				
Agy99_00865	CDS	1473				PPE family protein PPE34
Agy99_00866	gene	1041				
Agy99_00866	CDS	1041				IS256 family transposase IS2606
Agy99_00867	gene	318				
Agy99_00867	CDS	318				hypothetical protein
Agy99_00868	gene	960				
Agy99_00868	CDS	960				hypothetical protein
Agy99_00869	gene	186				
Agy99_00869	CDS	186				hypothetical protein
Agy99_00870	gene	1287				
Agy99_00870	CDS	1287				putative inactive lipase
Agy99_00871	gene	306	rpsJ			
Agy99_00871	CDS	306	rpsJ		COG0051	30S ribosomal protein S10
Agy99_00872	gene	654	rplC			
Agy99_00872	CDS	654	rplC		COG0087	50S ribosomal protein L3
Agy99_00873	gene	675	rplD			
Agy99_00873	CDS	675	rplD		COG0088	50S ribosomal protein L4
Agy99_00874	gene	303	rplW			
Agy99_00874	CDS	303	rplW		COG0089	50S ribosomal protein L23
Agy99_00875	gene	843	rplB			
Agy99_00875	CDS	843	rplB		COG0090	50S ribosomal protein L2
Agy99_00876	gene	282	rpsS			
Agy99_00876	CDS	282	rpsS		COG0185	30S ribosomal protein S19
Agy99_00877	gene	531				
Agy99_00877	CDS	531				hypothetical protein
Agy99_00878	gene	828	rpsC			
Agy99_00878	CDS	828	rpsC		COG0092	30S ribosomal protein S3
Agy99_00879	gene	417	rplP			
Agy99_00879	CDS	417	rplP		COG0197	50S ribosomal protein L16
Agy99_00880	gene	243	rpmC			
Agy99_00880	CDS	243	rpmC		COG0255	50S ribosomal protein L29
Agy99_00881	gene	360				
Agy99_00881	CDS	360				hypothetical protein
Agy99_00882	gene	138				
Agy99_00882	CDS	138				hypothetical protein
Agy99_00883	gene	327	atsA			
Agy99_00883	CDS	327	atsA	3.1.6.1	COG3119	Arylsulfatase
Agy99_00884	gene	852				
Agy99_00884	CDS	852				hypothetical protein
Agy99_00885	gene	600				
Agy99_00885	CDS	600				hypothetical protein
Agy99_00886	gene	705				
Agy99_00886	CDS	705				hypothetical protein
Agy99_00887	gene	285				
Agy99_00887	CDS	285		1.8.3.7	COG1262	Formylglycine-generating enzyme
Agy99_00888	gene	939				
Agy99_00888	CDS	939				hypothetical protein
Agy99_00889	gene	369	rplN			
Agy99_00889	CDS	369	rplN		COG0093	50S ribosomal protein L14
Agy99_00890	gene	324	rplX			
Agy99_00890	CDS	324	rplX		COG0198	50S ribosomal protein L24
Agy99_00891	gene	573	rplE			
Agy99_00891	CDS	573	rplE		COG0094	50S ribosomal protein L5
Agy99_00892	gene	186	rpsZ			
Agy99_00892	CDS	186	rpsZ		COG0199	30S ribosomal protein S14 type Z
Agy99_00893	gene	399	rpsH			
Agy99_00893	CDS	399	rpsH		COG0096	30S ribosomal protein S8
Agy99_00894	gene	540	rplF			
Agy99_00894	CDS	540	rplF		COG0097	50S ribosomal protein L6
Agy99_00895	gene	408	rplR			
Agy99_00895	CDS	408	rplR		COG0256	50S ribosomal protein L18
Agy99_00896	gene	675	rpsE			
Agy99_00896	CDS	675	rpsE		COG0098	30S ribosomal protein S5
Agy99_00897	gene	219	rpmD			
Agy99_00897	CDS	219	rpmD		COG1841	50S ribosomal protein L30
Agy99_00898	gene	441	rplO			
Agy99_00898	CDS	441	rplO		COG0200	50S ribosomal protein L15
Agy99_00899	gene	927	ssuD_1			
Agy99_00899	CDS	927	ssuD_1	1.14.14.5		Alkanesulfonate monooxygenase
Agy99_00900	gene	1803				
Agy99_00900	CDS	1803				hypothetical protein
Agy99_00901	gene	915				
Agy99_00901	CDS	915		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
Agy99_00902	gene	903				
Agy99_00902	CDS	903		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
Agy99_00903	gene	975				
Agy99_00903	CDS	975		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
Agy99_00904	gene	2004	tdh_1			
Agy99_00904	CDS	2004	tdh_1	1.1.1.103		L-threonine 3-dehydrogenase
Agy99_00905	gene	681				
Agy99_00905	CDS	681				putative protein
Agy99_00906	gene	861	rhaR			
Agy99_00906	CDS	861	rhaR			HTH-type transcriptional activator RhaR
Agy99_00907	gene	657	ald2			
Agy99_00907	CDS	657	ald2	4.1.2.-	COG0235	5-(methylthio)ribulose-1-phosphate aldolase
Agy99_00908	gene	990	yoaD			
Agy99_00908	CDS	990	yoaD	1.1.1.-	COG0111	Putative 2-hydroxyacid dehydrogenase YoaD
Agy99_00909	gene	1245	xylB_1			
Agy99_00909	CDS	1245	xylB_1	2.7.1.17	COG1070	Xylulose kinase
Agy99_00910	gene	795				
Agy99_00910	CDS	795				hypothetical protein
Agy99_00911	gene	606				
Agy99_00911	CDS	606		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
Agy99_00912	gene	306				
Agy99_00912	CDS	306		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
Agy99_00913	gene	456				
Agy99_00913	CDS	456		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
Agy99_00914	gene	417				
Agy99_00914	CDS	417				hypothetical protein
Agy99_00915	gene	1326	secY			
Agy99_00915	CDS	1326	secY		COG0201	Protein translocase subunit SecY
Agy99_00916	gene	546	adk			
Agy99_00916	CDS	546	adk	2.7.4.3	COG0563	Adenylate kinase
Agy99_00917	gene	801	map-1			
Agy99_00917	CDS	801	map-1	3.4.11.18	COG0024	Methionine aminopeptidase 1
Agy99_00918	gene	534	sigL			
Agy99_00918	CDS	534	sigL		COG1595	ECF RNA polymerase sigma factor SigL
Agy99_00919	gene	747	rslA			
Agy99_00919	CDS	747	rslA		COG5662	Anti-sigma-L factor RslA
Agy99_00920	gene	501				
Agy99_00920	CDS	501				hypothetical protein
Agy99_00921	gene	549				
Agy99_00921	CDS	549				putative protein
Agy99_00922	gene	885	mmsB			
Agy99_00922	CDS	885	mmsB	1.1.1.31	COG2084	putative 3-hydroxyisobutyrate dehydrogenase
Agy99_00923	gene	1173	acdA_1			
Agy99_00923	CDS	1173	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
Agy99_00924	gene	1572	bauC			
Agy99_00924	CDS	1572	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
Agy99_00925	gene	150				
Agy99_00925	CDS	150				hypothetical protein
Agy99_00926	gene	1581	smvA_1			
Agy99_00926	CDS	1581	smvA_1			Methyl viologen resistance protein SmvA
Agy99_00927	gene	606	rmlC			
Agy99_00927	CDS	606	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
Agy99_00928	gene	996	rmlB			
Agy99_00928	CDS	996	rmlB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
Agy99_00929	gene	861				
Agy99_00929	CDS	861				hypothetical protein
Agy99_00930	gene	897				
Agy99_00930	CDS	897				hypothetical protein
Agy99_00931	gene	222	infA			
Agy99_00931	CDS	222	infA		COG0361	Translation initiation factor IF-1
Agy99_00932	gene	147				
Agy99_00932	CDS	147				hypothetical protein
Agy99_00933	gene	375	rpsM			
Agy99_00933	CDS	375	rpsM		COG0099	30S ribosomal protein S13
Agy99_00934	gene	417	rpsK			
Agy99_00934	CDS	417	rpsK		COG0100	30S ribosomal protein S11
Agy99_00935	gene	606	rpsD			
Agy99_00935	CDS	606	rpsD		COG0522	30S ribosomal protein S4
Agy99_00936	gene	1044	rpoA			
Agy99_00936	CDS	1044	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
Agy99_00937	gene	570				
Agy99_00937	CDS	570				hypothetical protein
Agy99_00938	gene	783	truA			
Agy99_00938	CDS	783	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
Agy99_00939	gene	1488	cycA			
Agy99_00939	CDS	1488	cycA		COG1113	D-serine/D-alanine/glycine transporter
Agy99_00940	gene	1143				
Agy99_00940	CDS	1143				PPE family protein PPE26
Agy99_00941	gene	954				
Agy99_00941	CDS	954				putative PPE family protein PPE51
Agy99_00942	gene	1239				
Agy99_00942	CDS	1239				hypothetical protein
Agy99_00943	gene	417				
Agy99_00943	CDS	417				hypothetical protein
Agy99_00944	gene	696	cut3_1			
Agy99_00944	CDS	696	cut3_1	3.1.1.74		putative cutinase cut3
Agy99_00945	gene	804	cut3_2			
Agy99_00945	CDS	804	cut3_2	3.1.1.74		putative cutinase cut3
Agy99_00946	gene	1509	eccB5_1			
Agy99_00946	CDS	1509	eccB5_1	3.6.-.-		ESX-5 secretion system ATPase EccB5
Agy99_00947	gene	1374	mycP4			
Agy99_00947	CDS	1374	mycP4	3.4.21.-	COG1404	Mycosin-4
Agy99_00948	gene	1383				
Agy99_00948	CDS	1383				hypothetical protein
Agy99_00949	gene	3666	eccC			
Agy99_00949	CDS	3666	eccC		COG1674	ESX secretion system protein EccC
Agy99_00950	gene	1245				
Agy99_00950	CDS	1245				hypothetical protein
Agy99_00951	gene	354	esxU			
Agy99_00951	CDS	354	esxU		COG4842	ESAT-6-like protein EsxU
Agy99_00952	gene	297	esxT			
Agy99_00952	CDS	297	esxT		COG4842	ESAT-6-like protein EsxT
Agy99_00953	gene	444	rplM			
Agy99_00953	CDS	444	rplM		COG0102	50S ribosomal protein L13
Agy99_00954	gene	459	rpsI			
Agy99_00954	CDS	459	rpsI		COG0103	30S ribosomal protein S9
Agy99_00955	gene	1338	glmM			
Agy99_00955	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
Agy99_00956	gene	312				
Agy99_00956	CDS	312				hypothetical protein
Agy99_00957	gene	1398				
Agy99_00957	CDS	1398				hypothetical protein
Agy99_00958	gene	177				
Agy99_00958	CDS	177				hypothetical protein
Agy99_00959	gene	864				
Agy99_00959	CDS	864		1.-.-.-		Putative coenzyme F420-dependent oxidoreductase
Agy99_00960	gene	840				
Agy99_00960	CDS	840				hypothetical protein
Agy99_00961	gene	1908	glmS			
Agy99_00961	CDS	1908	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
Agy99_00962	gene	597				
Agy99_00962	CDS	597				hypothetical protein
Agy99_00963	gene	1302				
Agy99_00963	CDS	1302				hypothetical protein
Agy99_00964	gene	195				
Agy99_00964	CDS	195				hypothetical protein
Agy99_00965	gene	678				
Agy99_00965	CDS	678				hypothetical protein
Agy99_00966	gene	1434	nnr			
Agy99_00966	CDS	1434	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
Agy99_00967	gene	1386	gadA			
Agy99_00967	CDS	1386	gadA	4.1.1.15	COG0076	Glutamate decarboxylase
Agy99_00968	gene	1167	alr			
Agy99_00968	CDS	1167	alr	5.1.1.1	COG0787	Alanine racemase
Agy99_00969	gene	1122	rutD_2			
Agy99_00969	CDS	1122	rutD_2	3.5.1.-		Putative aminoacrylate hydrolase RutD
Agy99_00970	gene	471	tsaE			
Agy99_00970	CDS	471	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
Agy99_00971	gene	627				
Agy99_00971	CDS	627			COG1214	putative protein
Agy99_00972	gene	477	rimI			
Agy99_00972	CDS	477	rimI	2.3.1.255	COG0456	N-alpha-acetyltransferase RimI
Agy99_00973	gene	1032	tsaD			
Agy99_00973	CDS	1032	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
Agy99_00974	gene	303	groS			
Agy99_00974	CDS	303	groS		COG0234	10 kDa chaperonin
Agy99_00975	gene	1620	groEL1			
Agy99_00975	CDS	1620	groEL1		COG0459	60 kDa chaperonin 1
Agy99_00976	gene	900				
Agy99_00976	CDS	900				hypothetical protein
Agy99_00977	gene	1302				
Agy99_00977	CDS	1302				hypothetical protein
Agy99_00978	gene	342				
Agy99_00978	CDS	342				hypothetical protein
Agy99_00979	gene	438				
Agy99_00979	CDS	438				hypothetical protein
Agy99_00980	gene	1716				
Agy99_00980	CDS	1716				putative PPE family protein PPE40
Agy99_00981	gene	219				
Agy99_00981	CDS	219				hypothetical protein
Agy99_00982	gene	390				
Agy99_00982	CDS	390				hypothetical protein
Agy99_00983	gene	1236				
Agy99_00983	CDS	1236				hypothetical protein
Agy99_00984	gene	1656	nfdA_2			
Agy99_00984	CDS	1656	nfdA_2	3.5.1.91		N-substituted formamide deformylase
Agy99_00985	gene	309	whiB3			
Agy99_00985	CDS	309	whiB3			Redox- and pH-responsive transcriptional regulator WhiB3
Agy99_00986	gene	1203				
Agy99_00986	CDS	1203				hypothetical protein
Agy99_00987	gene	576	sigD			
Agy99_00987	CDS	576	sigD			ECF RNA polymerase sigma factor SigD
Agy99_00988	gene	1047	rsdA			
Agy99_00988	CDS	1047	rsdA			Anti-sigma-D factor RsdA
Agy99_00989	gene	414				
Agy99_00989	CDS	414				putative protein
Agy99_00990	gene	1599	guaB			
Agy99_00990	CDS	1599	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
Agy99_00991	gene	1131				
Agy99_00991	CDS	1131		1.-.-.-	COG0516	putative oxidoreductase/MSMEI_1564
Agy99_00992	gene	1827				
Agy99_00992	CDS	1827				putative PPE family protein PPE40
Agy99_00993	gene	1746	choD_1			
Agy99_00993	CDS	1746	choD_1	1.1.3.6	COG2303	Cholesterol oxidase
Agy99_00994	gene	897				
Agy99_00994	CDS	897		1.14.11.-	COG2175	Alpha-ketoglutarate-dependent sulfate ester dioxygenase
Agy99_00995	gene	510				
Agy99_00995	CDS	510				HTH-type transcriptional repressor
Agy99_00996	gene	1917				
Agy99_00996	CDS	1917		3.2.1.-	COG1554	putative glycosyl hydrolase
Agy99_00997	gene	1302				
Agy99_00997	CDS	1302				hypothetical protein
Agy99_00998	gene	558				
Agy99_00998	CDS	558			COG0637	putative protein
Agy99_00999	gene	198				
Agy99_00999	CDS	198				hypothetical protein
Agy99_01000	gene	195				
Agy99_01000	CDS	195				hypothetical protein
Agy99_01001	gene	618				
Agy99_01001	CDS	618				hypothetical protein
Agy99_01002	gene	1557	qacA			
Agy99_01002	CDS	1557	qacA		COG0477	Antiseptic resistance protein
Agy99_01003	gene	684				
Agy99_01003	CDS	684				hypothetical protein
Agy99_01004	gene	1530	guaA			
Agy99_01004	CDS	1530	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
Agy99_01005	gene	675				
Agy99_01005	CDS	675				hypothetical protein
Agy99_01006	gene	660				
Agy99_01006	CDS	660				putative protein
Agy99_01007	gene	1530	dinB_1			
Agy99_01007	CDS	1530	dinB_1	2.7.7.7		DNA polymerase IV
Agy99_01008	gene	624	rihA_1			
Agy99_01008	CDS	624	rihA_1	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
Agy99_01009	gene	270	rihA_2			
Agy99_01009	CDS	270	rihA_2	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
Agy99_01010	gene	2013				
Agy99_01010	CDS	2013				hypothetical protein
Agy99_01011	gene	714				
Agy99_01011	CDS	714		5.4.2.12	COG0406	PE-PGRS family protein PE_PGRS11
Agy99_01012	gene	873				
Agy99_01012	CDS	873				hypothetical protein
Agy99_01013	gene	1173	otsB_1			
Agy99_01013	CDS	1173	otsB_1	3.1.3.12	COG0637	Trehalose-phosphate phosphatase
Agy99_01014	gene	1161				
Agy99_01014	CDS	1161		2.3.1.20		Putative diacyglycerol O-acyltransferase
Agy99_01015	gene	3267	dnaE2			
Agy99_01015	CDS	3267	dnaE2	2.7.7.7	COG0587	Error-prone DNA polymerase
Agy99_01016	gene	177				
Agy99_01016	CDS	177				hypothetical protein
Agy99_01017	gene	255				
Agy99_01017	CDS	255				hypothetical protein
Agy99_01018	gene	1302				
Agy99_01018	CDS	1302				hypothetical protein
Agy99_01019	gene	126				
Agy99_01019	CDS	126				hypothetical protein
Agy99_01020	gene	927				
Agy99_01020	CDS	927				hypothetical protein
Agy99_01021	gene	156				
Agy99_01021	CDS	156				hypothetical protein
Agy99_01022	gene	1521	narK_1			
Agy99_01022	CDS	1521	narK_1		COG2223	Nitrate/nitrite transporter NarK
Agy99_01023	gene	252	stf0			
Agy99_01023	CDS	252	stf0	2.8.2.37	COG4424	Trehalose 2-sulfotransferase
Agy99_01024	gene	555				
Agy99_01024	CDS	555				hypothetical protein
Agy99_01025	gene	1593				
Agy99_01025	CDS	1593				hypothetical protein
Agy99_01026	gene	1632	rocA1			
Agy99_01026	CDS	1632	rocA1	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase 1
Agy99_01027	gene	960	fadM			
Agy99_01027	CDS	960	fadM	1.5.5.2	COG0506	Proline dehydrogenase 1
Agy99_01028	gene	630				
Agy99_01028	CDS	630				hypothetical protein
Agy99_01029	gene	1170				
Agy99_01029	CDS	1170				hypothetical protein
Agy99_01030	gene	456				
Agy99_01030	CDS	456				hypothetical protein
Agy99_01031	gene	429				
Agy99_01031	CDS	429				hypothetical protein
Agy99_01032	gene	549				
Agy99_01032	CDS	549				hypothetical protein
Agy99_01033	gene	1467	gbsA			
Agy99_01033	CDS	1467	gbsA	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
Agy99_01034	gene	894				
Agy99_01034	CDS	894				hypothetical protein
Agy99_01035	gene	825				
Agy99_01035	CDS	825				hypothetical protein
Agy99_01036	gene	1419	lcfB_2			
Agy99_01036	CDS	1419	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
Agy99_01037	gene	1266				
Agy99_01037	CDS	1266				hypothetical protein
Agy99_01038	gene	300				
Agy99_01038	CDS	300				PE family protein PE13
Agy99_01039	gene	1182				
Agy99_01039	CDS	1182				PPE family protein PPE18
Agy99_01040	gene	408				
Agy99_01040	CDS	408				hypothetical protein
Agy99_01041	gene	1284	yhjE			
Agy99_01041	CDS	1284	yhjE			Inner membrane metabolite transport protein YhjE
Agy99_01042	gene	1308				
Agy99_01042	CDS	1308				hypothetical protein
Agy99_01043	gene	324				
Agy99_01043	CDS	324				hypothetical protein
Agy99_01044	gene	501				
Agy99_01044	CDS	501				hypothetical protein
Agy99_01045	gene	945	dapD			
Agy99_01045	CDS	945	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
Agy99_01046	gene	1065	dapE_1			
Agy99_01046	CDS	1065	dapE_1	3.5.1.18	COG0624	Putative succinyl-diaminopimelate desuccinylase DapE
Agy99_01047	gene	2145				
Agy99_01047	CDS	2145				hypothetical protein
Agy99_01048	gene	522				
Agy99_01048	CDS	522		3.2.2.-	COG1611	Cytokinin riboside 5'-monophosphate phosphoribohydrolase
Agy99_01049	gene	1782	menE_2			
Agy99_01049	CDS	1782	menE_2	6.2.1.26		2-succinylbenzoate--CoA ligase
Agy99_01050	gene	876	folP2			
Agy99_01050	CDS	876	folP2		COG0294	Inactive dihydropteroate synthase 2
Agy99_01051	gene	984				
Agy99_01051	CDS	984		2.4.1.266	COG0463	Glucosyl-3-phosphoglycerate synthase
Agy99_01052	gene	372				
Agy99_01052	CDS	372				hypothetical protein
Agy99_01053	gene	579	tag			
Agy99_01053	CDS	579	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
Agy99_01054	gene	168				
Agy99_01054	CDS	168				hypothetical protein
Agy99_01055	gene	600	glgM_1			
Agy99_01055	CDS	600	glgM_1	2.4.1.342	COG0438	Alpha-maltose-1-phosphate synthase
Agy99_01056	gene	1866				
Agy99_01056	CDS	1866				putative PPE family protein PPE40
Agy99_01057	gene	2676				
Agy99_01057	CDS	2676				hypothetical protein
Agy99_01058	gene	1335				
Agy99_01058	CDS	1335				IS256 family transposase IS2606
Agy99_01059	gene	1638				
Agy99_01059	CDS	1638				hypothetical protein
Agy99_01060	gene	1077				
Agy99_01060	CDS	1077		1.2.1.3		Putative aldehyde dehydrogenase
Agy99_01061	gene	198				
Agy99_01061	CDS	198				hypothetical protein
Agy99_01062	gene	807				
Agy99_01062	CDS	807				hypothetical protein
Agy99_01063	gene	1149	fadA_3			
Agy99_01063	CDS	1149	fadA_3	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadA
Agy99_01064	gene	804	caiD_3			
Agy99_01064	CDS	804	caiD_3	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
Agy99_01065	gene	363				
Agy99_01065	CDS	363				hypothetical protein
Agy99_01066	gene	615				
Agy99_01066	CDS	615				hypothetical protein
Agy99_01067	gene	435				
Agy99_01067	CDS	435				hypothetical protein
Agy99_01068	gene	420				
Agy99_01068	CDS	420				hypothetical protein
Agy99_01069	gene	1332				
Agy99_01069	CDS	1332				IS256 family transposase IS2606
Agy99_01070	gene	552				
Agy99_01070	CDS	552				hypothetical protein
Agy99_01071	gene	1302				
Agy99_01071	CDS	1302				hypothetical protein
Agy99_01072	gene	1335				
Agy99_01072	CDS	1335				IS256 family transposase IS2606
Agy99_01073	gene	393				
Agy99_01073	CDS	393				hypothetical protein
Agy99_01074	gene	123				
Agy99_01074	CDS	123				hypothetical protein
Agy99_01075	gene	276				
Agy99_01075	CDS	276				hypothetical protein
Agy99_01076	gene	1269				
Agy99_01076	CDS	1269				hypothetical protein
Agy99_01077	gene	510				
Agy99_01077	CDS	510				hypothetical protein
Agy99_01078	gene	978				
Agy99_01078	CDS	978				hypothetical protein
Agy99_01079	gene	981				
Agy99_01079	CDS	981				hypothetical protein
Agy99_01080	gene	720				
Agy99_01080	CDS	720				hypothetical protein
Agy99_01081	gene	483				
Agy99_01081	CDS	483				hypothetical protein
Agy99_01082	gene	885				
Agy99_01082	CDS	885				hypothetical protein
Agy99_01083	gene	804	paaG_1			
Agy99_01083	CDS	804	paaG_1	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
Agy99_01084	gene	1098	uctC_1			
Agy99_01084	CDS	1098	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
Agy99_01085	gene	762				
Agy99_01085	CDS	762		1.-.-.-		putative oxidoreductase
Agy99_01086	gene	156				
Agy99_01086	CDS	156				hypothetical protein
Agy99_01087	gene	2343	mmpL3_2			
Agy99_01087	CDS	2343	mmpL3_2		COG2409	Trehalose monomycolate exporter MmpL3
Agy99_01088	gene	693				
Agy99_01088	CDS	693				hypothetical protein
Agy99_01089	gene	639				
Agy99_01089	CDS	639				hypothetical protein
Agy99_01090	gene	705	cobB_1			
Agy99_01090	CDS	705	cobB_1	2.3.1.286	COG0846	NAD-dependent protein deacylase
Agy99_01091	gene	366				
Agy99_01091	CDS	366				hypothetical protein
Agy99_01092	gene	273				
Agy99_01092	CDS	273				hypothetical protein
Agy99_01093	gene	576				
Agy99_01093	CDS	576				hypothetical protein
Agy99_01094	gene	516				
Agy99_01094	CDS	516				hypothetical protein
Agy99_01095	gene	444				
Agy99_01095	CDS	444		1.-.-.-		F420H(2)-dependent reductase
Agy99_01096	gene	189				
Agy99_01096	CDS	189				putative proteinA
Agy99_01097	gene	405				
Agy99_01097	CDS	405				hypothetical protein
Agy99_01098	gene	1302				
Agy99_01098	CDS	1302				hypothetical protein
Agy99_01099	gene	1122				
Agy99_01099	CDS	1122				hypothetical protein
Agy99_01100	gene	111				
Agy99_01100	CDS	111				hypothetical protein
Agy99_01101	gene	576				
Agy99_01101	CDS	576				hypothetical protein
Agy99_01102	gene	147				
Agy99_01102	CDS	147				hypothetical protein
Agy99_01103	gene	1212				
Agy99_01103	CDS	1212				hypothetical protein
Agy99_01104	gene	627				
Agy99_01104	CDS	627				hypothetical protein
Agy99_01105	gene	1269	pimE			
Agy99_01105	CDS	1269	pimE	2.4.1.-		Polyprenol-phosphate-mannose-dependent alpha-(1-2)-phosphatidylinositol pentamannoside mannosyltransferase
Agy99_01106	gene	312				
Agy99_01106	CDS	312		4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
Agy99_01107	gene	579				
Agy99_01107	CDS	579				hypothetical protein
Agy99_01108	gene	1887	typA			
