locus_tag	ftype	length_bp	gene	EC_number	COG	product
P7741_01378	CDS	1635				hypothetical protein
P7741_01379	gene	234				
P7741_01379	CDS	234				hypothetical protein
P7741_01380	gene	315				
P7741_01380	CDS	315				hypothetical protein
P7741_01381	gene	624				
P7741_01381	CDS	624		2.4.-.-	COG1819	putative glycosyltransferase
P7741_01382	gene	744				
P7741_01382	CDS	744				hypothetical protein
P7741_01383	gene	1509	papA1			
P7741_01383	CDS	1509	papA1	2.3.1.283	COG1020	SL659 acyltransferase papA1
P7741_01384	gene	267				
P7741_01384	CDS	267				hypothetical protein
P7741_01385	gene	3201	ileS			
P7741_01385	CDS	3201	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
P7741_01386	gene	861				
P7741_01386	CDS	861				hypothetical protein
P7741_01387	gene	567	rsmA_2			
P7741_01387	CDS	567	rsmA_2	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
P7741_01388	gene	1398	dinB1			
P7741_01388	CDS	1398	dinB1	2.7.7.7	COG0389	DNA polymerase IV 1
P7741_01389	gene	984	ansA			
P7741_01389	CDS	984	ansA	3.5.1.1	COG0252	putative L-asparaginase
P7741_01390	gene	534	lspA			
P7741_01390	CDS	534	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
P7741_01391	gene	885				
P7741_01391	CDS	885		5.4.99.-	COG0564	putative RNA pseudouridine synthase
P7741_01392	gene	738				
P7741_01392	CDS	738				hypothetical protein
P7741_01393	gene	606	lprI			
P7741_01393	CDS	606	lprI		COG4461	Lipoprotein LprI
P7741_01394	gene	411	glbN			
P7741_01394	CDS	411	glbN		COG2346	Group 1 truncated hemoglobin GlbN
P7741_01395	gene	1017				
P7741_01395	CDS	1017		1.-.-.-		putative oxidoreductase
P7741_01396	gene	804				
P7741_01396	CDS	804				hypothetical protein
P7741_01397	gene	432				
P7741_01397	CDS	432				putative protein
P7741_01398	gene	3543	dnaE1			
P7741_01398	CDS	3543	dnaE1	2.7.7.7	COG0587	DNA polymerase III subunit alpha
P7741_01399	gene	1695				
P7741_01399	CDS	1695		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
P7741_01400	gene	1392	plsB1_1			
P7741_01400	CDS	1392	plsB1_1		COG2937	Putative acyltransferase plsB1
P7741_01401	gene	483	plsB1_2			
P7741_01401	CDS	483	plsB1_2		COG2937	Putative acyltransferase plsB1
P7741_01402	gene	231				
P7741_01402	CDS	231				hypothetical protein
P7741_01403	gene	438				
P7741_01403	CDS	438		1.1.98.-		F420H(2)-dependent quinone reductase
P7741_01404	gene	1281	ilvA			
P7741_01404	CDS	1281	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
P7741_01405	gene	537				
P7741_01405	CDS	537				hypothetical protein
P7741_01406	gene	1326	ptsJ			
P7741_01406	CDS	1326	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
P7741_01407	gene	1764	treZ			
P7741_01407	CDS	1764	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
P7741_01408	gene	2298	treY			
P7741_01408	CDS	2298	treY	5.4.99.15	COG3280	Putative maltooligosyl trehalose synthase
P7741_01409	gene	2178	glgX_1			
P7741_01409	CDS	2178	glgX_1	3.2.1.-	COG1523	Glycogen operon protein GlgX 
P7741_01410	gene	2166				
P7741_01410	CDS	2166				hypothetical protein
P7741_01411	gene	765				
P7741_01411	CDS	765				hypothetical protein
P7741_01412	gene	453				
P7741_01412	CDS	453				hypothetical protein
P7741_01413	gene	1314	bioA			
P7741_01413	CDS	1314	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
P7741_01414	gene	1170	bioF1			
P7741_01414	CDS	1170	bioF1	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase 1
P7741_01415	gene	681	bioD			
P7741_01415	CDS	681	bioD	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD
P7741_01416	gene	693				
P7741_01416	CDS	693				hypothetical protein
P7741_01417	gene	1050	bioB			
P7741_01417	CDS	1050	bioB	2.8.1.6	COG0502	Biotin synthase
P7741_01418	gene	225				
P7741_01418	CDS	225				putative protein
P7741_01419	gene	699				
P7741_01419	CDS	699				putative protein
P7741_01420	gene	1341				
P7741_01420	CDS	1341				putative inactive lipase
P7741_01421	gene	612				
P7741_01421	CDS	612				hypothetical protein
P7741_01422	gene	1059	nadA			
P7741_01422	CDS	1059	nadA	2.5.1.72	COG0379	Quinolinate synthase A
P7741_01423	gene	1575	nadB			
P7741_01423	CDS	1575	nadB	1.4.3.16	COG0029	L-aspartate oxidase
P7741_01424	gene	858	nadC			
P7741_01424	CDS	858	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
P7741_01425	gene	411				
P7741_01425	CDS	411				hypothetical protein
P7741_01426	gene	1344	hisD			
P7741_01426	CDS	1344	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
P7741_01427	gene	1149	hisC			
P7741_01427	CDS	1149	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
P7741_01428	gene	633	hisB			
P7741_01428	CDS	633	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
P7741_01429	gene	633	hisH			
P7741_01429	CDS	633	hisH	4.3.2.10		Imidazole glycerol phosphate synthase subunit HisH
P7741_01430	gene	735	priA_1			
P7741_01430	CDS	735	priA_1	5.3.1.16	COG0106	Phosphoribosyl isomerase A
P7741_01431	gene	813	impA			
P7741_01431	CDS	813	impA	3.1.3.25	COG0483	putative inositol 1-monophosphatase ImpA
P7741_01432	gene	786	hisF			
P7741_01432	CDS	786	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
P7741_01433	gene	336	hisI			
P7741_01433	CDS	336	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
P7741_01434	gene	1092				
P7741_01434	CDS	1092				hypothetical protein
P7741_01435	gene	345				
P7741_01435	CDS	345				hypothetical protein
P7741_01436	gene	1377				
P7741_01436	CDS	1377				hypothetical protein
P7741_01437	gene	861	cphE			
P7741_01437	CDS	861	cphE	3.4.15.6		Cyanophycinase
P7741_01438	gene	2823	cphA			
P7741_01438	CDS	2823	cphA	6.3.2.29	COG0769	Cyanophycin synthetase
P7741_01439	gene	852	pknF_1			
P7741_01439	CDS	852	pknF_1	2.7.11.1	COG0515	Serine/threonine-protein kinase PknF
P7741_01440	gene	1083	chaA			
P7741_01440	CDS	1083	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
P7741_01441	gene	459	bcpB			
P7741_01441	CDS	459	bcpB	1.11.1.15	COG1225	Putative peroxiredoxin
P7741_01442	gene	1539	trpE			
P7741_01442	CDS	1539	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
P7741_01443	gene	648				
P7741_01443	CDS	648				hypothetical protein
P7741_01444	gene	819	trpC			
P7741_01444	CDS	819	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
P7741_01445	gene	1278	trpB			
P7741_01445	CDS	1278	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
P7741_01446	gene	810	trpA			
P7741_01446	CDS	810	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
P7741_01447	gene	1131	lgt			
P7741_01447	CDS	1131	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
P7741_01448	gene	897				
P7741_01448	CDS	897				hypothetical protein
P7741_01449	gene	396				
P7741_01449	CDS	396				hypothetical protein
P7741_01450	gene	441				
P7741_01450	CDS	441				hypothetical protein
P7741_01451	gene	756				
P7741_01451	CDS	756		3.1.1.74		putative cutinase
P7741_01452	gene	1419	pyk			
P7741_01452	CDS	1419	pyk	2.7.1.40	COG0469	Pyruvate kinase
P7741_01453	gene	906	tesB_2			
P7741_01453	CDS	906	tesB_2	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
P7741_01454	gene	1401	lysX_1			
P7741_01454	CDS	1401	lysX_1		COG1190	Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX
P7741_01455	gene	1695				
P7741_01455	CDS	1695			COG1132	putative ABC transporter ATP-binding/permease protein
P7741_01456	gene	1623	cydD			
P7741_01456	CDS	1623	cydD		COG4988	ATP-binding/permease protein CydD
P7741_01457	gene	1041	cydB			
P7741_01457	CDS	1041	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
P7741_01458	gene	1458	cydA			
P7741_01458	CDS	1458	cydA	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
P7741_01459	gene	579				
P7741_01459	CDS	579				hypothetical protein
P7741_01460	gene	1341	cya_2			
P7741_01460	CDS	1341	cya_2	4.6.1.1	COG2114	Adenylate cyclase
P7741_01461	gene	77				
P7741_01461	tRNA	77				tRNA-Leu(caa)
P7741_01462	gene	627	pdtaR			
P7741_01462	CDS	627	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
P7741_01463	gene	1203				
P7741_01463	CDS	1203				hypothetical protein
P7741_01464	gene	162				
P7741_01464	CDS	162				hypothetical protein
P7741_01465	gene	2700	polA			
P7741_01465	CDS	2700	polA	2.7.7.7	COG0258	DNA polymerase I
P7741_01466	gene	168				
P7741_01466	CDS	168				hypothetical protein
P7741_01467	gene	1446	rpsA			
P7741_01467	CDS	1446	rpsA		COG0539	30S ribosomal protein S1
P7741_01468	gene	1227	coaE			
P7741_01468	CDS	1227	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
P7741_01469	gene	537				
P7741_01469	CDS	537				hypothetical protein
P7741_01470	gene	477				
P7741_01470	CDS	477				hypothetical protein
P7741_01471	gene	2181	uvrB			
P7741_01471	CDS	2181	uvrB		COG0556	UvrABC system protein B
P7741_01472	gene	1377				
P7741_01472	CDS	1377				putative multidrug-efflux transporter
P7741_01473	gene	1569				
P7741_01473	CDS	1569				hypothetical protein
P7741_01474	gene	441				
P7741_01474	CDS	441			COG0589	Universal stress protein
P7741_01475	gene	393				
P7741_01475	CDS	393				hypothetical protein
P7741_01476	gene	753	gloB_2			
P7741_01476	CDS	753	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
P7741_01477	gene	2916	uvrA			
P7741_01477	CDS	2916	uvrA		COG0178	UvrABC system protein A
P7741_01478	gene	780				
P7741_01478	CDS	780				hypothetical protein
P7741_01479	gene	786	pknH_1			
P7741_01479	CDS	786	pknH_1	2.7.11.1	COG0515	Serine/threonine-protein kinase PknH
P7741_01480	gene	255				
P7741_01480	CDS	255			COG1842	35 kDa protein
P7741_01481	gene	1446				
P7741_01481	CDS	1446				hypothetical protein
P7741_01482	gene	3318	lysX_2			
P7741_01482	CDS	3318	lysX_2		COG1190	Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX
P7741_01483	gene	495	infC			
P7741_01483	CDS	495	infC		COG0290	Translation initiation factor IF-3
P7741_01484	gene	195	rpmI			
P7741_01484	CDS	195	rpmI		COG0291	50S ribosomal protein L35
P7741_01485	gene	390	rplT			
P7741_01485	CDS	390	rplT		COG0292	50S ribosomal protein L20
P7741_01486	gene	828	trmH_2			
P7741_01486	CDS	828	trmH_2	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
P7741_01487	gene	1041				
P7741_01487	CDS	1041				hypothetical protein
P7741_01488	gene	942				
P7741_01488	CDS	942				hypothetical protein
P7741_01489	gene	912				
P7741_01489	CDS	912				hypothetical protein
P7741_01490	gene	783				
P7741_01490	CDS	783				hypothetical protein
P7741_01491	gene	1044	pheS			
P7741_01491	CDS	1044	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
P7741_01492	gene	2490	pheT			
P7741_01492	CDS	2490	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
P7741_01493	gene	1809				
P7741_01493	CDS	1809				hypothetical protein
P7741_01494	gene	1515				
P7741_01494	CDS	1515				hypothetical protein
P7741_01495	gene	2667				
P7741_01495	CDS	2667				hypothetical protein
P7741_01496	gene	192				
P7741_01496	CDS	192				hypothetical protein
P7741_01497	gene	1053	argC			
P7741_01497	CDS	1053	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
P7741_01498	gene	1215	argJ			
P7741_01498	CDS	1215	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
P7741_01499	gene	882	argB			
P7741_01499	CDS	882	argB	2.7.2.8	COG0548	Acetylglutamate kinase
P7741_01500	gene	1191	argD_1			
P7741_01500	CDS	1191	argD_1	2.6.1.11	COG4992	Acetylornithine aminotransferase
P7741_01501	gene	927	argF			
P7741_01501	CDS	927	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
P7741_01502	gene	501	argR			
P7741_01502	CDS	501	argR		COG1438	Arginine repressor
P7741_01503	gene	1197	argG			
P7741_01503	CDS	1197	argG	6.3.4.5	COG0137	Argininosuccinate synthase
P7741_01504	gene	102				
P7741_01504	CDS	102				hypothetical protein
P7741_01505	gene	1413	argH			
P7741_01505	CDS	1413	argH	4.3.2.1	COG0165	Argininosuccinate lyase
P7741_01506	gene	1062				
P7741_01506	CDS	1062		2.3.1.-	COG3424	Polyketide synthase-like Pks10
P7741_01507	gene	2313	pikAII			
P7741_01507	CDS	2313	pikAII	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA2, modules 3 and 4
P7741_01508	gene	3675				
P7741_01508	CDS	3675		2.3.1.41		Phenolphthiocerol synthesis polyketide synthase type I Pks15/1
P7741_01509	gene	5532				
P7741_01509	CDS	5532		2.3.1.41		Phenolphthiocerol synthesis polyketide synthase type I Pks15/1
P7741_01510	gene	3093				
P7741_01510	CDS	3093		2.3.1.41	COG3321	Phenolphthiocerol synthesis polyketide synthase type I Pks15/1
P7741_01511	gene	1062				
P7741_01511	CDS	1062		2.3.1.-	COG3424	Alpha-pyrone synthesis polyketide synthase-like Pks11
P7741_01512	gene	1302				
P7741_01512	CDS	1302		1.14.-.-	COG2124	Putative cytochrome P450 139
P7741_01513	gene	1770	ettA_1			
P7741_01513	CDS	1770	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
P7741_01514	gene	843				
P7741_01514	CDS	843				hypothetical protein
P7741_01515	gene	465				
P7741_01515	CDS	465				hypothetical protein
P7741_01516	gene	2982	menE_5			
P7741_01516	CDS	2982	menE_5	6.2.1.26		2-succinylbenzoate--CoA ligase
P7741_01517	gene	234				
P7741_01517	CDS	234				hypothetical protein
P7741_01518	gene	438				
P7741_01518	CDS	438				hypothetical protein
P7741_01519	gene	1302				
P7741_01519	CDS	1302				hypothetical protein
P7741_01520	gene	1473				
P7741_01520	CDS	1473				hypothetical protein
P7741_01521	gene	390	lprJ			
P7741_01521	CDS	390	lprJ			Putative lipoprotein LprJ
P7741_01522	gene	651				
P7741_01522	CDS	651				hypothetical protein
P7741_01523	gene	1011				
P7741_01523	CDS	1011		3.1.3.21	COG0647	D,L-glycerol 3-phosphate phosphatase
P7741_01524	gene	177				
P7741_01524	CDS	177				hypothetical protein
P7741_01525	gene	846	tlyA			
P7741_01525	CDS	846	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
P7741_01526	gene	924	ppnK			
P7741_01526	CDS	924	ppnK	2.7.1.23	COG0061	NAD kinase
P7741_01527	gene	1746	recN			
P7741_01527	CDS	1746	recN		COG0497	DNA repair protein RecN
P7741_01528	gene	1245				
P7741_01528	CDS	1245				hypothetical protein
P7741_01529	gene	954	mctB			
P7741_01529	CDS	954	mctB			Copper transporter MctB
P7741_01530	gene	1752	pyrG			
P7741_01530	CDS	1752	pyrG	6.3.4.2	COG0504	CTP synthase
P7741_01531	gene	624	act			
P7741_01531	CDS	624	act	3.-.-.-		Methanol dehydrogenase activator
P7741_01532	gene	942	xerD			
P7741_01532	CDS	942	xerD		COG4974	Tyrosine recombinase XerD
P7741_01533	gene	753	trmR_1			
P7741_01533	CDS	753	trmR_1	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
P7741_01534	gene	408				
P7741_01534	CDS	408				hypothetical protein
P7741_01535	gene	396	cyoE			
P7741_01535	CDS	396	cyoE	2.5.1.141		Protoheme IX farnesyltransferase
P7741_01536	gene	468				
P7741_01536	CDS	468				hypothetical protein
P7741_01537	gene	1422	ulaE			
P7741_01537	CDS	1422	ulaE	5.1.3.22		L-ribulose-5-phosphate 3-epimerase UlaE
P7741_01538	gene	852				
P7741_01538	CDS	852				hypothetical protein
P7741_01539	gene	1089				
P7741_01539	CDS	1089				hypothetical protein
P7741_01540	gene	1380				
P7741_01540	CDS	1380				hypothetical protein
P7741_01541	gene	750				
P7741_01541	CDS	750				hypothetical protein
P7741_01542	gene	1590	mdtD_2			
P7741_01542	CDS	1590	mdtD_2			Putative multidrug resistance protein MdtD
P7741_01543	gene	1179				
P7741_01543	CDS	1179				PPE family protein PPE26
P7741_01544	gene	1314				
P7741_01544	CDS	1314				hypothetical protein
P7741_01545	gene	1770	dhbF_2			
P7741_01545	CDS	1770	dhbF_2		COG1020	Dimodular nonribosomal peptide synthase
P7741_01546	gene	363				
P7741_01546	CDS	363				hypothetical protein
P7741_01547	gene	1098	lgrB			
P7741_01547	CDS	1098	lgrB			Linear gramicidin synthase subunit B
P7741_01548	gene	1569	speE			
P7741_01548	CDS	1569	speE	2.5.1.16		Polyamine aminopropyltransferase
P7741_01549	gene	471				
P7741_01549	CDS	471				hypothetical protein
P7741_01550	gene	432				
P7741_01550	CDS	432				putative protein
P7741_01551	gene	291				
P7741_01551	CDS	291				hypothetical protein
P7741_01552	gene	609				
P7741_01552	CDS	609				putative protein
P7741_01553	gene	555	ruvC			
P7741_01553	CDS	555	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
P7741_01554	gene	594	ruvA			
P7741_01554	CDS	594	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
P7741_01555	gene	1038	ruvB			
P7741_01555	CDS	1038	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
P7741_01556	gene	1623				
P7741_01556	CDS	1623				hypothetical protein
P7741_01557	gene	465				
P7741_01557	CDS	465				hypothetical protein
P7741_01558	gene	390				
P7741_01558	CDS	390				hypothetical protein
P7741_01559	gene	693				
P7741_01559	CDS	693				hypothetical protein
P7741_01560	gene	1875	car_1			
P7741_01560	CDS	1875	car_1	1.2.1.-	COG1022	Carboxylic acid reductase
P7741_01561	gene	1608	car_2			
P7741_01561	CDS	1608	car_2	1.2.1.-	COG1022	Carboxylic acid reductase
P7741_01562	gene	1341	gabT			
P7741_01562	CDS	1341	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase
P7741_01563	gene	333	yajC			
P7741_01563	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
P7741_01564	gene	243				
P7741_01564	CDS	243				hypothetical protein
P7741_01565	gene	1182	secD			
P7741_01565	CDS	1182	secD		COG0342	Protein translocase subunit SecD
P7741_01566	gene	1341	secF			
P7741_01566	CDS	1341	secF		COG0341	Protein translocase subunit SecF
P7741_01567	gene	1713				
P7741_01567	CDS	1713			COG0747	putative lipoprotein
P7741_01568	gene	570	apt			
P7741_01568	CDS	570	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
P7741_01569	gene	2364	relA			
P7741_01569	CDS	2364	relA		COG0317	Bifunctional (p)ppGpp synthase/hydrolase RelA
P7741_01570	gene	888	ppiB			
P7741_01570	CDS	888	ppiB	5.2.1.8	COG0652	putative peptidyl-prolyl cis-trans isomerase B
P7741_01571	gene	675				
P7741_01571	CDS	675		3.-.-.-		putative protein
P7741_01572	gene	1263	hisS			
P7741_01572	CDS	1263	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
P7741_01573	gene	1464				
P7741_01573	CDS	1464				hypothetical protein
P7741_01574	gene	1029				
P7741_01574	CDS	1029				hypothetical protein
P7741_01575	gene	1584				
P7741_01575	CDS	1584				hypothetical protein
P7741_01576	gene	903				
P7741_01576	CDS	903				hypothetical protein
P7741_01577	gene	390				
P7741_01577	CDS	390				putative protein
P7741_01578	gene	543				
P7741_01578	CDS	543				hypothetical protein
P7741_01579	gene	786	fucA_1			
P7741_01579	CDS	786	fucA_1	4.1.2.17		L-fuculose phosphate aldolase
P7741_01580	gene	891	dapA_1			
P7741_01580	CDS	891	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
P7741_01581	gene	885				
P7741_01581	CDS	885			COG2321	putative protein
P7741_01582	gene	297				
P7741_01582	CDS	297				putative protein
P7741_01583	gene	219				
P7741_01583	CDS	219				putative protein
P7741_01584	gene	807				
P7741_01584	CDS	807		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
P7741_01585	gene	1776	aspS			
P7741_01585	CDS	1776	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
P7741_01586	gene	249				
P7741_01586	CDS	249				hypothetical protein
P7741_01587	gene	195				
P7741_01587	CDS	195				hypothetical protein
P7741_01588	gene	837				
P7741_01588	CDS	837			COG4129	putative protein
P7741_01589	gene	399				
P7741_01589	CDS	399				hypothetical protein
P7741_01590	gene	945				
P7741_01590	CDS	945			COG1305	putative protein
P7741_01591	gene	1056				
P7741_01591	CDS	1056			COG4307	putative protein
P7741_01592	gene	2688				
P7741_01592	CDS	2688			COG2307	putative protein
P7741_01593	gene	3336				
P7741_01593	CDS	3336				hypothetical protein
P7741_01594	gene	762				
P7741_01594	CDS	762			COG5473	putative protein
P7741_01595	gene	1359				
P7741_01595	CDS	1359			COG2256	putative AAA domain-containing protein
P7741_01596	gene	624				
P7741_01596	CDS	624				putative protein
P7741_01597	gene	402				
P7741_01597	CDS	402				hypothetical protein
P7741_01598	gene	2706	alaS			
P7741_01598	CDS	2706	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
P7741_01599	gene	432				
P7741_01599	CDS	432		3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
P7741_01600	gene	1257	mltG			
P7741_01600	CDS	1257	mltG	4.2.2.-		Endolytic murein transglycosylase
P7741_01601	gene	834	aroE			
P7741_01601	CDS	834	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
P7741_01602	gene	444				
P7741_01602	CDS	444				hypothetical protein
P7741_01603	gene	1224	aroC			
P7741_01603	CDS	1224	aroC	4.2.3.5	COG0082	Chorismate synthase
P7741_01604	gene	555	aroK			
P7741_01604	CDS	555	aroK	2.7.1.71	COG0703	Shikimate kinase
P7741_01605	gene	1089	aroB			
P7741_01605	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
P7741_01606	gene	429	aroQ			
P7741_01606	CDS	429	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
P7741_01607	gene	759				
P7741_01607	CDS	759				hypothetical protein
P7741_01608	gene	1056	ypdF			
P7741_01608	CDS	1056	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
P7741_01609	gene	564	efp			
P7741_01609	CDS	564	efp		COG0231	Elongation factor P
P7741_01610	gene	522	nusB			
P7741_01610	CDS	522	nusB		COG0781	Transcription antitermination protein NusB
P7741_01611	gene	408				
P7741_01611	CDS	408				hypothetical protein
P7741_01612	gene	2832				
P7741_01612	CDS	2832				hypothetical protein
P7741_01613	gene	963				
P7741_01613	CDS	963				hypothetical protein
P7741_01614	gene	228				
P7741_01614	CDS	228			COG0654	putative protein
P7741_01615	gene	573				
P7741_01615	CDS	573				hypothetical protein
P7741_01616	gene	1206				
P7741_01616	CDS	1206			COG1680	putative protein
P7741_01617	gene	1041	lprF			
P7741_01617	CDS	1041	lprF			Putative diacylated glycolipid transporter LprF
P7741_01618	gene	1392				
P7741_01618	CDS	1392				hypothetical protein
P7741_01619	gene	1086				
P7741_01619	CDS	1086		2.3.1.-	COG3424	Alpha-pyrone synthesis polyketide synthase-like Pks18
P7741_01620	gene	1035				
P7741_01620	CDS	1035		2.8.2.-		Glycolipid sulfotransferase
P7741_01621	gene	693				
P7741_01621	CDS	693				putative protein
P7741_01622	gene	141				
P7741_01622	CDS	141				hypothetical protein
P7741_01623	gene	564	pyrR			
P7741_01623	CDS	564	pyrR		COG2065	Bifunctional protein PyrR
P7741_01624	gene	963	pyrB			
P7741_01624	CDS	963	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
P7741_01625	gene	1293	pyrC			
P7741_01625	CDS	1293	pyrC	3.5.2.3	COG0044	Dihydroorotase
P7741_01626	gene	522				
P7741_01626	CDS	522				hypothetical protein
P7741_01627	gene	1128	carA			
P7741_01627	CDS	1128	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
P7741_01628	gene	3366	carB_1			
P7741_01628	CDS	3366	carB_1	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
P7741_01629	gene	837	pyrF			
P7741_01629	CDS	837	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
P7741_01630	gene	318				
P7741_01630	CDS	318				hypothetical protein
P7741_01631	gene	594	gmk			
P7741_01631	CDS	594	gmk	2.7.4.8	COG0194	Guanylate kinase
P7741_01632	gene	333	rpoZ			
P7741_01632	CDS	333	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
P7741_01633	gene	1242	coaBC			
P7741_01633	CDS	1242	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
P7741_01634	gene	1212	metK			
P7741_01634	CDS	1212	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
P7741_01635	gene	345				
P7741_01635	CDS	345				hypothetical protein
P7741_01636	gene	300				
P7741_01636	CDS	300				hypothetical protein
P7741_01637	gene	204				
P7741_01637	CDS	204				hypothetical protein
P7741_01638	gene	882				
P7741_01638	CDS	882		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
P7741_01639	gene	972	nlhH_1			
P7741_01639	CDS	972	nlhH_1	3.1.1.1	COG0657	Carboxylesterase NlhH
P7741_01640	gene	945	nlhH_2			
P7741_01640	CDS	945	nlhH_2	3.1.1.1	COG0657	Carboxylesterase NlhH
P7741_01641	gene	786				
P7741_01641	CDS	786			COG3714	putative membrane protein
P7741_01642	gene	1947	priA_2			
P7741_01642	CDS	1947	priA_2	3.6.4.-	COG1198	putative primosomal protein N'
P7741_01643	gene	825				
P7741_01643	CDS	825				putative protein
P7741_01644	gene	483				
P7741_01644	CDS	483				hypothetical protein
P7741_01645	gene	825				
P7741_01645	CDS	825				putative protein
P7741_01646	gene	939	fmt			
P7741_01646	CDS	939	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
P7741_01647	gene	1446				
P7741_01647	CDS	1446		2.1.1.-	COG0144	Putative methyltransferase
P7741_01648	gene	690	rpe			
P7741_01648	CDS	690	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
P7741_01649	gene	1020	ribD			
P7741_01649	CDS	1020	ribD		COG0117	Riboflavin biosynthesis protein RibD
P7741_01650	gene	1554				
P7741_01650	CDS	1554				putative triacylglyceride transporter
P7741_01651	gene	711	lprG			
P7741_01651	CDS	711	lprG			Lipoarabinomannan carrier protein LprG
P7741_01652	gene	624	ribE			
P7741_01652	CDS	624	ribE	2.5.1.9	COG0307	Riboflavin synthase
P7741_01653	gene	1278	ribBA_1			
P7741_01653	CDS	1278	ribBA_1		COG0108	Riboflavin biosynthesis protein RibBA
P7741_01654	gene	483	ribH			
P7741_01654	CDS	483	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
P7741_01655	gene	471				
P7741_01655	CDS	471				putative protein
P7741_01656	gene	654	lprH			
P7741_01656	CDS	654	lprH			Putative lipoprotein LprH
